sample_lat,sample_lon,Sample Date,nearest_dam_id,distance_to_dam_km,dam_count_within_5km,dam_area_sum_within_5km,dam_count_within_10km,dam_area_sum_within_10km,dam_count_within_25km,dam_area_sum_within_25km,sample_elevation,position_relative_to_dam,TYPE,AREA,PERIMETER,AREA_KM2,Shape_Length,Shape_Area,area_perimeter_ratio,compactness,log1p_area,log1p_perimeter,shape_factor,season,evap_proxy
-26.970278,27.211111,05-01-2011,156,31.010449382056713,0,0,0,0,0,0,1325,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245,5.08125461340412e-05,0.001687718,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-27.38972222,26.46388889,05-01-2011,213,53.664705119858105,0,0,0,0,0,0,1251,upstream,ISLAND,2.8188424e-06,0.011906549,2.81884238e-12,0.011906549,2.81884224637634e-06,0.000236747,0.24986694356414788,2.818838273448001e-06,0.011836224041506095,7.091702847606732,1,4.22826357e-12
-27.044444,27.005,05-01-2011,156,41.933666105598654,0,0,0,0,0,0,1313,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245,5.08125461340412e-05,0.001687718,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-30.830556,26.921389,06-01-2011,385,45.09959515228878,0,0,0,0,0,0,1336,downstream,RESERVOIR,7.21491233e-05,0.047849361,7.214912e-11,0.047849358,7.2149127462945e-05,0.001507839,0.3959940978853528,7.214652483983207e-05,0.046739833408403486,5.633270106772433,1,1.0822368e-10
-27.00222,28.76528,06-01-2011,167,32.88051841585282,0,0,0,0,0,0,1500,downstream,RESERVOIR,7.39570969e-05,0.040428877,7.39570974e-11,0.040428877,7.39570949056202e-05,0.001829314,0.5685993380317204,7.395436021450913e-05,0.03963301,4.7011245471445395,1,1.109356461e-10
-27.02314,28.59389,06-01-2011,178,25.722343345030602,0,0,0,0,0,0,1491,upstream,ISLAND,9.70133442e-06,0.012686925,9.70133435e-12,0.012686924,9.70133416841998e-06,0.000764672,0.757405792,9.701287110782003e-06,0.012607119688116545,4.073245825349159,1,1.4552001525000002e-11
-30.679722,26.7125,06-01-2011,385,19.576480723491485,0,0,0,0,1,7.2149127462945e-05,1300,downstream,RESERVOIR,7.21491233e-05,0.047849361,7.214912e-11,0.047849358,7.2149127462945e-05,0.001507839,0.3959940978853528,7.214652483983207e-05,0.046739833408403486,5.633270106772433,1,1.0822368e-10
-30.160091,27.40124,06-01-2011,369,27.03863685778581,0,0,0,0,0,0,1420,downstream,RESERVOIR,9.40228783e-05,0.070802614,9.40228798e-11,0.070802612,9.40228801156302e-05,0.001327958,0.2356920058145626,9.401846024168159e-05,0.068408472,7.301843252828629,1,1.410343197e-10
-32.595833,19.009444,06-01-2011,497,37.48308134511313,0,0,0,0,0,0,157,downstream,RESERVOIR,0.000163597,0.080404386,1.63597288e-10,0.08040438,0.000163597,0.002034681,0.31799959082965973,0.000163584,0.077335397,6.286250040352422,1,2.45395932e-10
-25.99136,27.84208,10-01-2011,94,27.234978080318363,0,0,0,0,0,0,1365,upstream,RESERVOIR,0.001555983,0.380313367,1.55598257e-09,0.380313363,0.001555983,0.004091317,0.1351859030483783,0.001554773,0.32231054823711336,9.641380633242512,1,2.333973855e-09
-26.73806,27.59194,10-01-2011,163,9.857310093259782,0,0,1,1.99782913436815e-06,5,0.001131551,1422,downstream,ISLAND,1.9978288e-06,0.010495495,1.99782877e-12,0.010495495,1.99782913436815e-06,0.000190351,0.2279094593388123,1.997827138710183e-06,0.010440799699554845,7.4254667296024985,1,2.996743155e-12
-26.45,28.085833,10-01-2011,127,25.25862729156921,0,0,0,0,0,0,1475,downstream,RESERVOIR,8.53391066e-06,0.011252279,8.53391056e-12,0.011252278,8.53391074131028e-06,0.000758416,0.846987559,8.533874327701176e-06,0.011189442331630179,3.8518238368365125,1,1.2800865840000001e-11
-30.86013889,29.07125,10-01-2011,428,65.14777666648487,0,0,0,0,0,0,825,downstream,RESERVOIR,1.97571135e-05,0.029074889,1.97571126e-11,0.029074887,1.9757113386406e-05,0.000679525,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-27.356667,27.286389,10-01-2011,189,27.781019654805217,0,0,0,0,0,0,1360,downstream,RESERVOIR,7.32354383e-05,0.047322422,7.32354385e-11,0.047322423,7.32354356675199e-05,0.001547584,0.41095776682549845,7.323275408392502e-05,0.046236834,5.529760674354684,1,1.0985315775e-10
-27.01011111,26.69808333,11-01-2011,162,24.88484154908913,0,0,0,0,1,0.000265164,1291,downstream,RESERVOIR,0.000265164,0.162562072,2.65163558e-10,0.162562074,0.000265164,0.001631153,0.12609133255728153,0.000265128,0.15062625430382373,9.983028587851917,1,3.97745337e-10
-25.73411,27.21422,11-01-2011,98,7.672888954216622,0,0,1,0.000204077,2,0.000511197,1453,upstream,RESERVOIR,0.000204077,0.090883605,2.04077116e-10,0.090883601,0.000204077,0.002245478,0.31047963491891495,0.000204056,0.086988011,6.361922473381457,1,3.06115674e-10
-26.98472222,26.63227778,11-01-2011,162,20.466894814231836,0,0,0,0,1,0.000265164,1289,downstream,RESERVOIR,0.000265164,0.162562072,2.65163558e-10,0.162562074,0.000265164,0.001631153,0.12609133255728153,0.000265128,0.15062625430382373,9.983028587851917,1,3.97745337e-10
-27.398611,26.614722,11-01-2011,213,66.23574695410774,0,0,0,0,0,0,1261,upstream,ISLAND,2.8188424e-06,0.011906549,2.81884238e-12,0.011906549,2.81884224637634e-06,0.000236747,0.24986694356414788,2.818838273448001e-06,0.011836224041506095,7.091702847606732,1,4.22826357e-12
-27.671111,27.236944,11-01-2011,210,5.665572169553021,0,0,2,0.000321674,2,0.000321674,1345,downstream,RESERVOIR,0.000222227,0.085176773,2.2222657e-10,0.085176772,0.000222227,0.002609004,0.38491379426797745,0.000222202,0.081742898,5.713775787287852,1,3.33339855e-10
-29.160278,26.573333,11-01-2011,311,13.76448291,0,0,0,0,4,0.001187564,1336,upstream,RESERVOIR,5.82753273e-07,0.003624692,5.82753247e-13,0.003624692,5.82753145206358e-07,0.000160773,0.5573812463827231,5.827529754058098e-07,0.003618138,4.748197288800593,1,8.741298704999999e-13
-34.250556,20.9925,11-01-2011,555,29.473752375345335,0,0,0,0,0,0,26,downstream,RESERVOIR,4.62335738e-05,0.107055902,4.62335725e-11,0.107055896,4.62335729212838e-05,0.000431864,0.050692783488479914,4.6232504182592215e-05,0.10170414580177703,15.744608378429763,1,6.935035875000001e-11
-25.45963889,28.26430556,11-01-2011,77,7.778292677600209,0,0,1,3.64398349562171e-05,4,0.000557207,1101,upstream,RESERVOIR,3.64398365e-05,0.055760581,3.64398373e-11,0.055760581,3.64398349562171e-05,0.000653505,0.14727590167322607,3.6439171041559864e-05,0.054261437,9.237173199657732,1,5.465975595e-11
-25.81048333,27.90955222,12-01-2011,94,8.806061919559358,0,0,1,0.001555983,1,0.001555983,1184,upstream,RESERVOIR,0.001555983,0.380313367,1.55598257e-09,0.380313363,0.001555983,0.004091317,0.1351859030483783,0.001554773,0.32231054823711336,9.641380633242512,1,2.333973855e-09
-27.273889,28.49,12-01-2011,184,26.86183433217547,0,0,0,0,0,0,1509,upstream,ISLAND,2.33823812e-07,0.001828516,2.33823811e-13,0.001828515,2.33823700974078e-07,0.000127876,0.8788227814468043,2.338236736373207e-07,0.001826845,3.781414442067767,1,3.507357165e-13
-27.4275,28.525833,12-01-2011,185,42.98143424459462,0,0,0,0,0,0,1514,upstream,ISLAND,2.10441794e-06,0.005513821,2.10441799e-12,0.005513821,2.10441837693832e-06,0.000381662,0.8698344575573829,2.104416162653074e-06,0.005498676,3.8009016137202383,1,3.156626985e-12
-28.883333,27.89,12-01-2011,314,75.32058540785705,0,0,0,0,0,0,1552,downstream,RESERVOIR,0.000180277,0.129733369,1.80276793e-10,0.129733368,0.000180277,0.001389595,0.1346003870569327,0.000180261,0.12198164774000864,9.662328034605581,1,2.704151895e-10
-27.00222,28.76528,13-01-2011,167,32.88051841585282,0,0,0,0,0,0,1500,downstream,RESERVOIR,7.39570969e-05,0.040428877,7.39570974e-11,0.040428877,7.39570949056202e-05,0.001829314,0.5685993380317204,7.395436021450913e-05,0.03963301,4.7011245471445395,1,1.109356461e-10
-27.02314,28.59389,13-01-2011,178,25.722343345030602,0,0,0,0,0,0,1491,upstream,ISLAND,9.70133442e-06,0.012686925,9.70133435e-12,0.012686924,9.70133416841998e-06,0.000764672,0.757405792,9.701287110782003e-06,0.012607119688116545,4.073245825349159,1,1.4552001525000002e-11
-30.534167,24.961944,13-01-2011,371,25.079770353500983,0,0,0,0,0,0,1221,upstream,ISLAND,1.14159047e-06,0.004178325,1.14159051e-12,0.004178325,1.14159055089781e-06,0.000273217,0.8217046072226287,1.141589899283813e-06,0.00416962,3.9106330912290015,1,1.712385765e-12
-28.460833,21.248889,13-01-2011,320,105.93048847693625,0,0,0,0,0,0,796,downstream,RESERVOIR,0.000350832,0.118203923,3.50831808e-10,0.118203914,0.000350832,0.002968022,0.3155332350362189,0.00035077,0.11172374959078625,6.3107703577847145,1,5.262477119999999e-10
-29.658056,25.973333,14-01-2011,337,2.711428021518102,1,7.47667617893372e-05,1,7.47667617893372e-05,2,0.000123883,1329,in_dam,RESERVOIR,7.47667655e-05,0.09177725,7.47667622e-11,0.091777251,7.47667617893372e-05,0.000814655,0.11154454672728319,7.476396689431227e-05,0.087806874,10.614040990222174,1,1.1215014330000001e-10
-28.760833,17.730278,16-01-2011,382,211.30642157707598,0,0,0,0,0,0,166,downstream,RESERVOIR,1.69508367e-05,0.025746167,1.69508366e-11,0.025746165,1.69508361816689e-05,0.000658383,0.3213482180094035,1.6950692517868753e-05,0.025420313558983658,6.253411155231943,1,2.5426254899999996e-11
-25.513889,31.224444,17-01-2011,76,21.160163609141332,0,0,0,0,1,3.77578778801259e-05,440,downstream,RESERVOIR,3.77578799e-05,0.050947607,3.77578802e-11,0.050947604,3.77578778801259e-05,0.000741112,0.18279735570653222,3.775716506939765e-05,0.049692237,8.291249373,1,5.66368203e-11
-26.861111,28.884722,17-01-2011,149,34.55940764416725,0,0,0,0,0,0,1526,downstream,RESERVOIR,0.000527069,0.114202097,5.27069444e-10,0.1142021,0.000527069,0.004615234,0.5078430725334462,0.000526931,0.10813854346419284,4.974393826,1,7.906041659999999e-10
-31.554722,29.245556,17-01-2011,428,33.16627354379171,0,0,0,0,0,0,254,downstream,RESERVOIR,1.97571135e-05,0.029074889,1.97571126e-11,0.029074887,1.9757113386406e-05,0.000679525,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-28.058889,30.373611,17-01-2011,235,45.76353617247723,0,0,0,0,0,0,1141,downstream,RESERVOIR,0.001871649,0.625846982,1.87164906e-09,0.62584698,0.001871649,0.002990586,0.060047919,0.0018699,0.48602889829135654,14.466249552044827,1,2.8074735900000005e-09
-25.127778,27.628889,18-01-2011,58,19.69636163169441,0,0,0,0,1,0.001261172,957,downstream,RESERVOIR,0.001261172,0.359773606,1.26117206e-09,0.359773612,0.001261172,0.00350546,0.12244063323492824,0.001260377,0.3073182240072765,10.130762835767685,1,1.89175809e-09
-25.20639,27.558,18-01-2011,72,14.61042114646635,0,0,0,0,5,0.001872681,957,downstream,ISLAND,1.71821739e-06,0.005231775,1.71821737e-12,0.005231775,1.71821724917936e-06,0.00032842,0.7888416351501695,1.7182157730457932e-06,0.005218137,3.9912599994541806,1,2.577326055e-12
-24.69514,27.40906,18-01-2011,51,37.01740509853239,0,0,0,0,0,0,912,downstream,RESERVOIR,0.000114786,0.062188707,1.14786278e-10,0.062188704,0.000114786,0.001845774,0.3729724804882843,0.00011478,0.060331595,5.804523015634366,1,1.7217941699999999e-10
-25.681111,31.783333,18-01-2011,93,25.482369286919223,0,0,0,0,0,0,207,downstream,RESERVOIR,7.45908474e-05,0.101229087,7.45908474e-11,0.101229088,7.45908454413371e-05,0.000736852,0.091471277,7.458806368255357e-05,0.096426909,11.720943175061194,1,1.118862711e-10
-27.802778,28.768333,18-01-2011,242,57.57338945914186,0,0,0,0,0,0,1560,downstream,RESERVOIR,2.9959474e-05,0.035913296,2.99594724e-11,0.035913296,2.99594742046349e-05,0.000834217,0.29189961609914183,2.9959025428550964e-05,0.035283449,6.561273935638371,1,4.49392086e-11
-27.398611,26.614722,18-01-2011,213,66.23574695410774,0,0,0,0,0,0,1261,upstream,ISLAND,2.8188424e-06,0.011906549,2.81884238e-12,0.011906549,2.81884224637634e-06,0.000236747,0.24986694356414788,2.818838273448001e-06,0.011836224041506095,7.091702847606732,1,4.22826357e-12
-31.104278,29.399722,18-01-2011,421,37.74880498590255,0,0,0,0,0,0,374,downstream,RESERVOIR,1.97847512e-05,0.036601476,1.9784752e-11,0.036601475,1.97847527888164e-05,0.000540545,0.1855851866572372,1.9784557073176395e-05,0.035947550074810555,8.228738818778933,1,2.9677128e-11
-31.396,29.2651,18-01-2011,428,32.405454671445966,0,0,0,0,0,0,126,downstream,RESERVOIR,1.97571135e-05,0.029074889,1.97571126e-11,0.029074887,1.9757113386406e-05,0.000679525,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-33.38056,19.30167,18-01-2011,520,3.2909002396457265,1,3.92913302332273e-06,1,3.92913302332273e-06,2,0.001454178,443,in_dam,RESERVOIR,3.92913353e-06,0.012156098,3.92913349e-12,0.012156099,3.92913302332273e-06,0.000323223,0.33413202918748114,3.929125304299792e-06,0.012082807429036066,6.1326174987522615,1,5.893700234999999e-12
-33.31388889,19.07472222,18-01-2011,518,6.4989180651117735,0,0,1,0.001450249,2,0.001454178,101,upstream,RESERVOIR,0.001450249,0.198673472,1.45024925e-09,0.198673474,0.001450249,0.007299662,0.461713656,0.001449199,0.18121550730132563,5.216972797179858,1,2.175373875e-09
-27.495556,26.074722,18-01-2011,212,17.972405080871813,0,0,0,0,21,6.955661476907962e-05,1251,upstream,ISLAND,2.85922761e-06,0.008380772,2.85922761e-12,0.008380772,2.85922816384471e-06,0.000341165,0.511553,2.8592240762596547e-06,0.008345848,4.956323143650754,1,4.288841415e-12
-24.39619444,27.08983333,19-01-2011,51,58.08964818499155,0,0,0,0,0,0,887,downstream,RESERVOIR,0.000114786,0.062188707,1.14786278e-10,0.062188704,0.000114786,0.001845774,0.3729724804882843,0.00011478,0.060331595,5.804523015634366,1,1.7217941699999999e-10
-26.970278,27.211111,19-01-2011,156,31.010449382056713,0,0,0,0,0,0,1325,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245,5.08125461340412e-05,0.001687718,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-26.880278,26.965,19-01-2011,153,27.09142450721144,0,0,0,0,0,0,1302,downstream,RESERVOIR,4.9262133e-05,0.043321159,4.92621326e-11,0.043321157,4.92621323523948e-05,0.001137138,0.3298549295843475,4.926091901340046e-05,0.042409045,6.172249065033335,1,7.38931989e-11
-27.273889,28.49,19-01-2011,184,26.86183433217547,0,0,0,0,0,0,1509,upstream,ISLAND,2.33823812e-07,0.001828516,2.33823811e-13,0.001828515,2.33823700974078e-07,0.000127876,0.8788227814468043,2.338236736373207e-07,0.001826845,3.781414442067767,1,3.507357165e-13
-27.3,28.586944,19-01-2011,184,35.62793407628191,0,0,0,0,0,0,1506,upstream,ISLAND,2.33823812e-07,0.001828516,2.33823811e-13,0.001828515,2.33823700974078e-07,0.000127876,0.8788227814468043,2.338236736373207e-07,0.001826845,3.781414442067767,1,3.507357165e-13
-27.044444,27.005,19-01-2011,156,41.933666105598654,0,0,0,0,0,0,1313,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245,5.08125461340412e-05,0.001687718,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-30.568333,29.422778,19-01-2011,367,36.93852844204676,0,0,0,0,0,0,1246,downstream,RESERVOIR,4.65288576e-06,0.012884472,4.65288572e-12,0.012884471,4.65288562367353e-06,0.000361124,0.35220788101434924,4.652874799034794e-06,0.012802172170478715,5.973177179585673,1,6.9793285800000005e-12
-30.570833,29.150556,19-01-2011,367,51.365738851399584,0,0,0,0,0,0,1358,downstream,RESERVOIR,4.65288576e-06,0.012884472,4.65288572e-12,0.012884471,4.65288562367353e-06,0.000361124,0.35220788101434924,4.652874799034794e-06,0.012802172170478715,5.973177179585673,1,6.9793285800000005e-12
-34.031944,22.053333,19-01-2011,573,8.486577994165797,0,0,2,0.000112084,3,0.00011739,39,upstream,RESERVOIR,3.18272105e-05,0.033845689,3.1827211e-11,0.03384569,3.18272112626652e-05,0.000940362,0.3491416792142573,3.182670478772325e-05,0.033285529,5.999348405318854,1,4.77408165e-11
-33.13083,18.86278,19-01-2011,507,13.131629676305282,0,0,0,0,1,2.64050841605154e-05,39,upstream,RESERVOIR,2.64050832e-05,0.023384431,2.6405083e-11,0.023384432,2.64050841605154e-05,0.001129174,0.6067974925386577,2.6404735552417308e-05,0.023115205012069866,4.550750686,1,3.96076245e-11
-33.7075,18.97444444,19-01-2011,541,17.356507428864187,0,0,0,0,1,0.000292636,100,downstream,RESERVOIR,0.000292636,0.117879763,2.9263611e-10,0.117879764,0.000292636,0.002482497,0.26464229707788817,0.000292593,0.11143382372780863,6.890889777188278,1,4.3895416499999996e-10
-25.57877778,29.12747222,19-01-2011,80,25.666800162109716,0,0,0,0,0,0,1161,upstream,RESERVOIR,0.002296163,0.608121157,2.29616304e-09,0.60812116,0.002296163,0.003775831,0.07802474,0.002293531,0.47506651621293783,12.690793226413557,1,3.44424456e-09
-26.006389,29.253889,20-01-2011,112,9.216872297555703,0,0,1,4.64282774772224e-05,5,0.001194044,1511,downstream,RESERVOIR,4.64282784e-05,0.043564435,4.64282779e-11,0.043564436,4.64282774772224e-05,0.001065738,0.30741726352905274,4.642719971810652e-05,0.042642195,6.393531449763003,1,6.964241685e-11
-27.02314,28.59389,20-01-2011,178,25.722343345030602,0,0,0,0,0,0,1491,upstream,ISLAND,9.70133442e-06,0.012686925,9.70133435e-12,0.012686924,9.70133416841998e-06,0.000764672,0.757405792,9.701287110782003e-06,0.012607119688116545,4.073245825349159,1,1.4552001525000002e-11
-30.679722,26.7125,20-01-2011,385,19.576480723491485,0,0,0,0,1,7.2149127462945e-05,1300,downstream,RESERVOIR,7.21491233e-05,0.047849361,7.214912e-11,0.047849358,7.2149127462945e-05,0.001507839,0.3959940978853528,7.214652483983207e-05,0.046739833408403486,5.633270106772433,1,1.0822368e-10
-28.460833,21.248889,20-01-2011,320,105.93048847693625,0,0,0,0,0,0,796,downstream,RESERVOIR,0.000350832,0.118203923,3.50831808e-10,0.118203914,0.000350832,0.002968022,0.3155332350362189,0.00035077,0.11172374959078625,6.3107703577847145,1,5.262477119999999e-10
-30.77586667,29.03221667,20-01-2011,428,73.73442696519363,0,0,0,0,0,0,897,downstream,RESERVOIR,1.97571135e-05,0.029074889,1.97571126e-11,0.029074887,1.9757113386406e-05,0.000679525,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-24.925278,29.324444,21-01-2011,45,15.976227205625428,0,0,0,0,2,0.001060335,837,upstream,RESERVOIR,0.001039371,0.401318789,1.03937148e-09,0.401318804,0.001039372,0.00258989,0.081096415,0.001038832,0.33741379620793954,12.448129643418957,1,1.5590572200000002e-09
-28.460833,21.248889,21-01-2011,320,105.93048847693625,0,0,0,0,0,0,796,downstream,RESERVOIR,0.000350832,0.118203923,3.50831808e-10,0.118203914,0.000350832,0.002968022,0.3155332350362189,0.00035077,0.11172374959078625,6.3107703577847145,1,5.262477119999999e-10
-24.679167,30.8025,24-01-2011,40,15.074671168518448,0,0,0,0,1,0.000237743,1120,upstream,RESERVOIR,0.000237743,0.190312326,2.37742881e-10,0.190312318,0.000237743,0.001249225,0.08248663,0.000237715,0.17421572444495365,12.342784636904897,1,3.566143215e-10
-25.99136,27.84208,24-01-2011,94,27.234978080318363,0,0,0,0,0,0,1365,upstream,RESERVOIR,0.001555983,0.380313367,1.55598257e-09,0.380313363,0.001555983,0.004091317,0.1351859030483783,0.001554773,0.32231054823711336,9.641380633242512,1,2.333973855e-09
-25.49037,30.6986,24-01-2011,62,35.43425436218773,0,0,0,0,0,0,830,downstream,RESERVOIR,0.000171934,0.123261422,1.71933662e-10,0.123261425,0.000171934,0.00139487,0.14220549931753107,0.000171919,0.11623644066809767,9.400408709806515,1,2.57900493e-10
-26.970278,27.211111,24-01-2011,156,31.010449382056713,0,0,0,0,0,0,1325,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245,5.08125461340412e-05,0.001687718,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-27.671111,27.236944,24-01-2011,210,5.665572169553021,0,0,2,0.000321674,2,0.000321674,1345,downstream,RESERVOIR,0.000222227,0.085176773,2.2222657e-10,0.085176772,0.000222227,0.002609004,0.38491379426797745,0.000222202,0.081742898,5.713775787287852,1,3.33339855e-10
-27.356667,27.286389,24-01-2011,189,27.781019654805217,0,0,0,0,0,0,1360,downstream,RESERVOIR,7.32354383e-05,0.047322422,7.32354385e-11,0.047322423,7.32354356675199e-05,0.001547584,0.41095776682549845,7.323275408392502e-05,0.046236834,5.529760674354684,1,1.0985315775e-10
-27.01011111,26.69808333,25-01-2011,162,24.88484154908913,0,0,0,0,1,0.000265164,1291,downstream,RESERVOIR,0.000265164,0.162562072,2.65163558e-10,0.162562074,0.000265164,0.001631153,0.12609133255728153,0.000265128,0.15062625430382373,9.983028587851917,1,3.97745337e-10
-26.98472222,26.63227778,25-01-2011,162,20.466894814231836,0,0,0,0,1,0.000265164,1289,downstream,RESERVOIR,0.000265164,0.162562072,2.65163558e-10,0.162562074,0.000265164,0.001631153,0.12609133255728153,0.000265128,0.15062625430382373,9.983028587851917,1,3.97745337e-10
-27.398611,26.614722,25-01-2011,213,66.23574695410774,0,0,0,0,0,0,1261,upstream,ISLAND,2.8188424e-06,0.011906549,2.81884238e-12,0.011906549,2.81884224637634e-06,0.000236747,0.24986694356414788,2.818838273448001e-06,0.011836224041506095,7.091702847606732,1,4.22826357e-12
