Latitude,Longitude,Sample Date,aet,def,pdsi,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws,log1p_ppt,log1p_q,log1p_pet,log1p_aet,dtr,water_stress_ratio,aet_pet_ratio,ppt_x_q,tmax_x_vpd,soil_x_ppt,runoff_ratio,srad_x_tmax
-29.658056,25.973333,14-01-2011,67.700005,119.200005,1.41,186.90001,71.0,3.6,2.2,304.19812,0.0,28.289999,12.61,1.2210001,1.4399999,3.06,4.276666119016055,1.5260563034950494,5.23591,4.229749,15.679999,0.6377742,0.3622258,255.6,40.7376,156.20000338554382,0.05070422463796867,8605.765
-28.760833,17.730278,16-01-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53,0.832909122935104,0.09531017980432487,5.554896,0.7884574,15.34,0.9953399,0.0046601943,0.13,105.989395,0.0,0.07692301775152481,11379.106
-25.513889,31.224444,17-01-2011,102.200005,47.2,1.05,149.40001,105.80000000000001,5.300000000000001,13.2,258.39926,0.0,28.0,17.51,1.8850001,1.02,2.02,4.6709579265260945,1.8405496333974871,5.0132985,4.6366687,10.49,0.31593037,0.6840696,560.7400000000001,28.56,1396.5599798202516,0.05009451748492895,7235.179
-26.861111,28.884722,17-01-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36,4.499809670330265,1.7047480922384253,5.0875964,4.4566703,13.420001,0.47080746,0.52919257,400.5,32.641697,462.80002546310425,0.05056179718469891,7548.6367
-31.554722,29.245556,17-01-2011,115.3,8.400001,3.6299999,123.700005,106.2,5.300000000000001,36.100002,223.00275,0.0,24.68,16.57,1.8870001,0.62,3.81,4.674696248636701,1.8405496333974871,4.825911,4.756173,8.110001,0.06790622,0.93209374,562.8600000000001,15.3016,3833.82024307251,0.04990583757150813,5503.708
-28.058889,30.373611,17-01-2011,95.0,63.0,-2.27,158.0,99.60000000000001,5.0,4.2000003,267.197,0.0,28.029999,14.679999,1.593,1.15,2.46,4.611152257665639,1.791759469228055,5.0689044,4.564348,13.349999,0.39873418,0.60126585,498.00000000000006,32.234497,418.3200284957886,0.05020080270882728,7489.5312
-25.127778,27.628889,18-01-2011,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32,4.729156165769083,1.88706964903238,5.137562,4.683057,13.200001,0.36739516,0.63260484,628.32,47.3784,684.4199892997742,0.04991087299544677,8082.393
-25.20639,27.558,18-01-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999,4.735320870453137,1.88706964903238,5.1416636,4.691348,13.199999,0.3647059,0.63529414,632.2400000000001,47.287197,733.85,0.04960141674400871,8094.8677
-24.69514,27.40906,18-01-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35,4.804021044733257,1.9459101490553132,5.1584806,4.7587495,12.82,0.3314054,0.66859454,726.0,50.892097,847.0,0.049586776449696064,8212.227
-25.681111,31.783333,18-01-2011,63.100002,86.1,-1.52,149.2,65.4,3.3000000000000003,10.7,257.1029,0.0,29.599998,18.289999,2.1200001,1.02,1.92,4.1956970564823886,1.4586150226995167,5.0119677,4.1604443,11.309999,0.57707775,0.42292228,215.82000000000005,30.191998,699.77998752594,0.05045871482479029,7610.2456
-27.802778,28.768333,18-01-2011,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998,4.689511334421843,1.8562979903656263,5.0757985,4.642466,13.8,0.35386547,0.6461345,582.1200000000001,30.946499,355.73999485969546,0.05009276391379625,7400.2173
-27.398611,26.614722,18-01-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998,4.45318382899021,1.6486586255873816,5.2621717,4.405499,14.329999,0.57842624,0.42157373,356.58000000000004,47.005795,212.25,0.049469964081625864,8796.481
-31.104278,29.399722,18-01-2011,115.700005,18.4,4.25,134.1,101.80000000000001,5.1000000000000005,21.6,228.89954,0.0,25.75,16.289999,1.7860001,0.81,3.26,4.632785353021065,1.8082887711792657,4.9060154,4.7596064,9.460001,0.13721102,0.862789,519.1800000000001,20.8575,2198.8800388336185,0.050098231334987905,5894.163
-31.396,29.2651,18-01-2011,119.5,15.0,3.8799999,134.5,98.7,4.9,23.9,226.70207,0.0,25.96,17.63,1.9070001,0.78999996,3.6299999,4.602165676967792,1.7749523509116738,4.908972,4.79165,8.33,0.111524165,0.88847584,483.63000000000005,20.508398,2358.9299623489383,0.04964538956792919,5885.1855
-33.38056,19.30167,18-01-2011,14.400001,179.90001,-3.1299999,194.3,13.4,0.7000000000000001,8.2,334.79657,0.0,26.59,11.87,1.092,1.35,3.53,2.667228206581955,0.5306282510621705,5.274537,2.7343676,14.72,0.9258878,0.0741122,9.38,35.8965,109.87999744415283,0.0522388020717312,8902.241
-33.31388889,19.07472222,18-01-2011,15.1,190.8,-3.54,205.90001,13.8,0.7000000000000001,10.2,331.09726,0.0,29.13,14.309999,1.271,1.5799999,3.55,2.6946271807700692,0.5306282510621705,5.332236,2.7788193,14.82,0.9266634,0.07333657,9.660000000000002,46.0254,140.7599973678589,0.05072463400546131,9644.863
-27.495556,26.074722,18-01-2011,76.3,117.9,1.9499999,194.2,79.9,4.0,2.8,295.50314,0.0,29.939999,14.9,1.4030001,1.5699999,3.34,4.393213824064446,1.6094379124341003,5.2740245,4.347694,15.039999,0.6071061,0.39289394,319.6,47.005795,223.71999619007113,0.05006257759621304,8847.363
-24.39619444,27.08983333,19-01-2011,92.6,76.6,1.86,169.2,96.5,4.800000000000001,8.400001,253.10321,0.0,31.679998,18.75,1.8280001,1.5999999,2.25,4.579852378003801,1.7578579175523739,5.1369743,4.5390306,12.929998,0.45271868,0.5472813,463.20000000000005,50.687996,810.6000552177429,0.04974093212703698,8018.309
-26.970278,27.211111,19-01-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54,4.576770711466393,1.7578579175523739,5.1642146,4.5304465,13.439999,0.47211036,0.5278896,461.7600000000001,40.404,336.7,0.04989604937737995,8181.6987
-26.880278,26.965,19-01-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999,4.552823705615882,1.7404661748405046,5.173321,4.506454,13.54,0.4894587,0.5105413,441.33000000000004,41.392998,309.8699955224991,0.0500532476032668,8220.364
-27.273889,28.49,19-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46,4.660604892876192,1.824549292051046,5.107762,4.6161103,13.589999,0.39074865,0.6092513,544.44,34.224,460.6800099849701,0.049665711082466944,7672.8687
-27.3,28.586944,19-01-2011,99.1,64.3,1.16,163.40001,103.80000000000001,5.2,4.2000003,276.0975,0.0,27.63,13.929999,1.4200001,1.24,2.46,4.6520537718869415,1.824549292051046,5.1023026,4.6061697,13.7,0.39351285,0.6064871,539.7600000000001,34.2612,435.96002969741824,0.05009633863105647,7628.5737
-27.044444,27.005,19-01-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74,4.548599834499697,1.7404661748405046,5.191289,4.5020294,13.68,0.5008394,0.49916065,439.45,42.4125,308.54999554157257,0.05026737914152536,8333.418
-30.568333,29.422778,19-01-2011,101.5,36.2,4.22,137.7,105.30000000000001,5.300000000000001,8.5,245.69667,0.0,24.699999,12.12,1.4660001,0.81,3.02,4.666265285347903,1.8405496333974871,4.9323134,4.629863,12.579999,0.26289034,0.73710966,558.0900000000001,20.007,895.0500000000001,0.050332383187726655,6068.7075
-30.570833,29.150556,19-01-2011,104.1,34.8,3.74,138.90001,108.5,5.4,6.5,248.20241,0.0,24.51,11.94,1.404,0.84,2.82,4.695924549256556,1.8562979903656263,4.940928,4.6549125,12.570001,0.25053993,0.74946,585.9000000000001,20.5884,705.25,0.049769584794750375,6083.441
-34.031944,22.053333,19-01-2011,20.6,136.90001,2.11,157.5,20.200000000000003,1.0,7.0,301.09955,0.0,25.33,14.79,1.6140001,0.84999996,3.3899999,3.054001181677967,0.6931471805599453,5.0657544,3.0726933,10.54,0.8692064,0.13079365,20.200000000000003,21.530499,141.40000000000003,0.049504948044309494,7626.8516
-33.13083,18.86278,19-01-2011,12.7,194.40001,-3.74,207.1,12.200000000000001,0.6000000000000001,7.5,328.49667,0.0,29.59,14.95,1.322,1.61,3.52,2.580216829592325,0.47000362924573563,5.338019,2.6173959,14.64,0.938677,0.061323028,7.320000000000002,47.6399,91.50000000000001,0.04918032383767838,9720.217
-33.7075,18.97444444,19-01-2011,21.2,179.1,-3.36,200.3,19.6,1.0,11.8,325.50085,0.0,28.39,14.78,1.371,1.42,3.87,3.0252910757955354,0.6931471805599453,5.304796,3.1000924,13.61,0.8941588,0.10584124,19.6,40.313797,231.28000373840334,0.051020405560183384,9240.969
-25.57877778,29.12747222,19-01-2011,97.8,63.8,1.4,161.6,102.30000000000001,5.1000000000000005,4.8,260.80225,0.0,29.429998,15.799999,1.639,1.3199999,2.28,4.637637376125593,1.8082887711792657,5.0912933,4.5930977,13.629999,0.39480197,0.605198,521.7300000000001,38.847595,491.04001951217657,0.04985337194669236,7675.4097
-26.006389,29.253889,20-01-2011,92.3,59.7,0.62,152.0,96.5,4.800000000000001,5.5,260.20148,0.0,27.09,14.0199995,1.503,1.1,2.28,4.579852378003801,1.7578579175523739,5.030438,4.53582,13.070001,0.39276317,0.60723686,463.20000000000005,29.799002,530.75,0.04974093212703698,7048.858
-27.02314,28.59389,20-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998,4.59107126160859,1.7749523509116738,5.1004763,4.546481,13.599999,0.4279583,0.5720417,478.24000000000007,34.75,468.4800186157227,0.05020491751839224,7628.265
-30.679722,26.7125,20-01-2011,64.9,116.0,1.16,180.90001,68.10000000000001,3.4000000000000004,2.1000001,286.69748,0.0,28.599998,12.28,1.284,1.4,3.1999998,4.235554730773624,1.4816045409242156,5.2034574,4.1881385,16.32,0.6412382,0.35876173,231.54000000000005,40.039997,143.01000974178316,0.049926577827803555,8199.548
-28.460833,21.248889,20-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34,3.975936331171799,1.2809338454620642,5.5041113,3.9239516,16.73,0.79730284,0.20269719,135.98000000000002,88.42059,0.0,0.04971319216609575,11420.626
-30.77586667,29.03221667,20-01-2011,100.200005,41.3,3.8899999,141.5,104.30000000000001,5.2,6.6,239.90265,0.0,26.0,14.53,1.559,0.96,2.74,4.6568134191399295,1.824549292051046,4.959342,4.617099,11.47,0.2918728,0.70812726,542.3600000000001,24.96,688.3799900531769,0.04985618360636449,6237.4688
-24.925278,29.324444,21-01-2011,104.5,57.9,2.3899999,162.40001,109.5,5.5,4.0,254.69994,0.0,30.97,17.51,1.845,1.41,2.1399999,4.705015520957808,1.8718021769015913,5.0962014,4.658711,13.459999,0.3565271,0.64347285,602.25,43.667698,438.0,0.05022831004357708,7888.0566
-28.460833,21.248889,21-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34,3.975936331171799,1.2809338454620642,5.5041113,3.9239516,16.73,0.79730284,0.20269719,135.98000000000002,88.42059,0.0,0.04971319216609575,11420.626
-24.679167,30.8025,24-01-2011,141.7,1.6,1.56,143.3,149.0,7.4,16.7,257.49814,0.0,25.99,15.07,1.6890001,0.85999995,2.21,5.0106352940962555,2.128231705849268,4.9718943,4.9607444,10.92,0.011165387,0.98883456,1102.6000000000001,22.351398,2488.3001136779785,0.04966442919688303,6692.3765
-25.99136,27.84208,24-01-2011,94.200005,66.9,0.96999997,161.1,98.5,4.9,4.9,264.8968,0.0,28.039999,15.62,1.552,1.24,2.46,4.600157644164547,1.7749523509116738,5.0882134,4.55598,12.419999,0.41527,0.58472997,482.65000000000003,34.7696,482.650009393692,0.04974619238836354,7427.7056
