,Latitude,Longitude,year,month,aet_month,def_month,pdsi_month,pet_month,ppt_month,q_month,soil_month,srad_month,swe_month,tmax_month,tmin_month,vap_month,vpd_month,ws_month,evap_concentration_idx,water_deficit,dilution_potential,inverse_flow,runoff_flashiness,bio_uptake_potential,ppt_month_lag1,ppt_month_lag3,tmax_month_lag1,tmax_month_lag3,soil_month_lag1,soil_month_lag3,pet_month_lag1,pet_month_lag3,ppt_month_roll_mean_3m,tmax_month_roll_mean_3m,water_deficit_roll_mean_3m,flush_shock,month_sin,month_cos
11,-34.405833,19.600556,2013,2,11.5,151.3,1.02,162.8,8.9,0.4,10.8,320.0006,0.0,25.57,15.29,1.7030001,0.81,3.1899998,18.29213277616486,153.9,2.2925347571405443,2.499993750015625,96.12,8182.415342,8.9,25.1,25.57,26.22,10.8,8.7,162.8,168.7,,,,,0.8660254037844386,0.5000000000000001
12,-34.405833,19.600556,2013,3,11.5,151.3,1.02,162.8,8.9,0.4,10.8,320.0006,0.0,25.57,15.29,1.7030001,0.81,3.1899998,18.29213277616486,153.9,2.2925347571405443,2.499993750015625,96.12,8182.415342,8.9,,25.57,,10.8,,162.8,,8.9,25.57,153.9,0.9999998876404621,1.0,6.123233995736766e-17
13,-34.405833,19.600556,2013,4,11.5,151.3,1.02,162.8,8.9,0.4,10.8,320.0006,0.0,25.57,15.29,1.7030001,0.81,3.1899998,18.29213277616486,153.9,2.2925347571405443,2.499993750015625,96.12,8182.415342,8.9,8.9,25.57,25.57,10.8,10.8,162.8,162.8,8.9,25.57,153.9,0.9999998876404621,0.8660254037844387,-0.4999999999999998
14,-34.405833,19.600556,2013,5,11.5,151.3,1.02,162.8,8.9,0.4,10.8,320.0006,0.0,25.57,15.29,1.7030001,0.81,3.1899998,18.29213277616486,153.9,2.2925347571405443,2.499993750015625,96.12,8182.415342,8.9,8.9,25.57,25.57,10.8,10.8,162.8,162.8,8.9,25.57,153.9,0.9999998876404621,0.49999999999999994,-0.8660254037844387
15,-34.405833,19.600556,2013,6,11.5,151.3,1.02,162.8,8.9,0.4,10.8,320.0006,0.0,25.57,15.29,1.7030001,0.81,3.1899998,18.29213277616486,153.9,2.2925347571405443,2.499993750015625,96.12,8182.415342,8.9,8.9,25.57,25.57,10.8,10.8,162.8,162.8,8.9,25.57,153.9,0.9999998876404621,1.2246467991473532e-16,-1.0
16,-34.405833,19.600556,2013,7,32.25,127.45,1.35,159.7,31.349999999999998,1.55,9.8500005,307.450785,0.0,26.0099995,16.2449995,1.7990001,0.815,3.1849998,5.09409872108138,128.35,3.4766140209469096,0.6451608740897586,308.797515675,7996.794764124607,8.9,8.9,25.57,25.57,10.8,10.8,162.8,162.8,16.383333333333333,25.716666500000002,145.38333333333333,1.9135298933755913,-0.4999999999999997,-0.8660254037844388
17,-34.405833,19.600556,2013,8,53.0,103.6,1.68,156.6,53.8,2.7,8.900001,294.90097,0.0,26.449999,17.199999,1.8950001,0.82,3.1799998,2.9107806150412525,102.8,4.00369019395397,0.3703702331962099,478.8200537999999,7800.130361599029,31.349999999999998,8.9,26.0099995,25.57,9.8500005,10.8,159.7,162.8,31.349999999999998,26.009999500000003,128.35,1.7161083982102583,-0.8660254037844384,-0.5000000000000004
18,-34.405833,19.600556,2013,9,53.0,103.6,1.68,156.6,53.8,2.7,8.900001,294.90097,0.0,26.449999,17.199999,1.8950001,0.82,3.1799998,2.9107806150412525,102.8,4.00369019395397,0.3703702331962099,478.8200537999999,7800.130361599029,53.8,8.9,26.449999,25.57,8.900001,10.8,156.6,162.8,46.31666666666666,26.3033325,111.31666666666666,1.1615688846008878,-1.0,-1.8369701987210297e-16
19,-34.405833,19.600556,2013,10,53.0,103.6,1.68,156.6,53.8,2.7,8.900001,294.90097,0.0,26.449999,17.199999,1.8950001,0.82,3.1799998,2.9107806150412525,102.8,4.00369019395397,0.3703702331962099,478.8200537999999,7800.130361599029,53.8,31.349999999999998,26.449999,26.0099995,8.900001,9.8500005,156.6,159.7,53.8,26.449999,102.8,0.9999999814126398,-0.8660254037844386,0.5000000000000001
20,-34.405833,19.600556,2013,11,53.0,103.6,1.68,156.6,53.8,2.7,8.900001,294.90097,0.0,26.449999,17.199999,1.8950001,0.82,3.1799998,2.9107806150412525,102.8,4.00369019395397,0.3703702331962099,478.8200537999999,7800.130361599029,53.8,53.8,26.449999,26.449999,8.900001,8.900001,156.6,156.6,53.8,26.449999,102.8,0.9999999814126398,-0.5000000000000004,0.8660254037844384
21,-34.405833,19.600556,2014,1,5.0,153.3,-2.51,158.3,3.2,0.2,9.0,312.00073,0.0,25.16,14.839999,1.644,0.81,3.06,49.46873454102045,155.10000000000002,1.4350845252893227,4.999975000124999,28.8,7849.938366799999,,53.8,,26.449999,,8.900001,,156.6,,,,,0.49999999999999994,0.8660254037844387
22,-34.405833,19.600556,2014,2,5.0,153.3,-2.51,158.3,3.2,0.2,9.0,312.00073,0.0,25.16,14.839999,1.644,0.81,3.06,49.46873454102045,155.10000000000002,1.4350845252893227,4.999975000124999,28.8,7849.938366799999,3.2,53.8,25.16,26.449999,9.0,8.900001,158.3,156.6,,,,,0.8660254037844386,0.5000000000000001
23,-34.405833,19.600556,2014,3,5.0,153.3,-2.51,158.3,3.2,0.2,9.0,312.00073,0.0,25.16,14.839999,1.644,0.81,3.06,49.46873454102045,155.10000000000002,1.4350845252893227,4.999975000124999,28.8,7849.938366799999,3.2,,25.16,,9.0,,158.3,,3.2,25.16,155.10000000000002,0.9999996875000976,1.0,6.123233995736766e-17
24,-34.405833,19.600556,2014,5,5.0,153.3,-2.51,158.3,3.2,0.2,9.0,312.00073,0.0,25.16,14.839999,1.644,0.81,3.06,49.46873454102045,155.10000000000002,1.4350845252893227,4.999975000124999,28.8,7849.938366799999,,3.2,,25.16,,9.0,,158.3,,,,,0.49999999999999994,-0.8660254037844387
25,-34.405833,19.600556,2014,6,5.0,153.3,-2.51,158.3,3.2,0.2,9.0,312.00073,0.0,25.16,14.839999,1.644,0.81,3.06,49.46873454102045,155.10000000000002,1.4350845252893227,4.999975000124999,28.8,7849.938366799999,3.2,3.2,25.16,25.16,9.0,9.0,158.3,158.3,,,,,1.2246467991473532e-16,-1.0
26,-34.405833,19.600556,2014,7,23.7,149.3,-2.45,173.0,23.6,1.2000000000000002,7.7000003,318.99948,0.0,27.0,16.4,1.8320001,0.89,4.0,7.330508163961517,149.4,3.202746442938317,0.8333326388894675,181.72000708000002,8612.98596,3.2,,25.16,,9.0,,158.3,,10.0,25.77333333333333,153.20000000000002,2.359999764000024,-0.4999999999999997,-0.8660254037844388
27,-34.405833,19.600556,2014,9,23.7,149.3,-2.45,173.0,23.6,1.2000000000000002,7.7000003,318.99948,0.0,27.0,16.4,1.8320001,0.89,4.0,7.330508163961517,149.4,3.202746442938317,0.8333326388894675,181.72000708000002,8612.98596,,3.2,,25.16,,9.0,,158.3,,,,,-1.0,-1.8369701987210297e-16
28,-34.405833,19.600556,2014,10,23.7,149.3,-2.45,173.0,23.6,1.2000000000000002,7.7000003,318.99948,0.0,27.0,16.4,1.8320001,0.89,4.0,7.330508163961517,149.4,3.202746442938317,0.8333326388894675,181.72000708000002,8612.98596,23.6,23.6,27.0,27.0,7.7000003,7.7000003,173.0,173.0,,,,,-0.8660254037844386,0.5000000000000001
29,-34.405833,19.600556,2014,12,23.7,149.3,-2.45,173.0,23.6,1.2000000000000002,7.7000003,318.99948,0.0,27.0,16.4,1.8320001,0.89,4.0,7.330508163961517,149.4,3.202746442938317,0.8333326388894675,181.72000708000002,8612.98596,,23.6,,27.0,,7.7000003,,173.0,,,,,-2.4492935982947064e-16,1.0
30,-34.405833,19.600556,2015,1,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,23.6,23.6,27.0,27.0,7.7000003,7.7000003,173.0,173.0,,,,,0.49999999999999994,0.8660254037844387
31,-34.405833,19.600556,2015,2,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,,26.47,,8.8,,163.0,,19.2,26.646666666666665,147.13333333333333,0.8854166205512176,0.8660254037844386,0.5000000000000001
32,-34.405833,19.600556,2015,3,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,23.6,26.47,27.0,8.8,7.7000003,163.0,173.0,17.0,26.47,146.0,0.999999941176474,1.0,6.123233995736766e-17
33,-34.405833,19.600556,2015,4,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,17.0,26.47,26.47,8.8,8.8,163.0,163.0,17.0,26.47,146.0,0.999999941176474,0.8660254037844387,-0.4999999999999998
34,-34.405833,19.600556,2015,5,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,17.0,26.47,26.47,8.8,8.8,163.0,163.0,17.0,26.47,146.0,0.999999941176474,0.49999999999999994,-0.8660254037844387
35,-34.405833,19.600556,2015,7,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,,17.0,,26.47,,8.8,,163.0,,,,,-0.4999999999999997,-0.8660254037844388
36,-34.405833,19.600556,2015,8,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,17.0,26.47,26.47,8.8,8.8,163.0,163.0,,,,,-0.8660254037844384,-0.5000000000000004
37,-34.405833,19.600556,2015,9,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,,26.47,,8.8,,163.0,,17.0,26.47,146.0,0.999999941176474,-1.0,-1.8369701987210297e-16
38,-34.405833,19.600556,2015,10,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,17.0,17.0,26.47,26.47,8.8,8.8,163.0,163.0,17.0,26.47,146.0,0.999999941176474,-0.8660254037844386,0.5000000000000001
39,-34.405833,19.600556,2015,12,18.0,145.0,-3.49,163.0,17.0,0.9,8.8,323.49838,0.0,26.47,15.74,1.7030001,0.93,2.07,9.588234730103839,146.0,2.8903717578961645,1.1111098765445815,149.60000000000002,8563.0021186,,17.0,,26.47,,8.8,,163.0,,,,,-2.4492935982947064e-16,1.0
40,-34.329722,18.990278,2011,2,27.2,131.0,-3.9499998,158.2,23.5,1.2000000000000002,17.9,319.59616,0.0,23.05,13.58,1.465,0.72999996,4.7599998,6.731914607152569,134.7,3.1986731175506815,0.8333326388894675,420.65,7366.691488,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001
41,-34.329722,18.990278,2011,3,27.2,131.0,-3.9499998,158.2,23.5,1.2000000000000002,17.9,319.59616,0.0,23.05,13.58,1.465,0.72999996,4.7599998,6.731914607152569,134.7,3.1986731175506815,0.8333326388894675,420.65,7366.691488,23.5,,23.05,,17.9,,158.2,,,,,,1.0,6.123233995736766e-17
42,-34.329722,18.990278,2011,7,27.2,131.0,-3.9499998,158.2,23.5,1.2000000000000002,17.9,319.59616,0.0,23.05,13.58,1.465,0.72999996,4.7599998,6.731914607152569,134.7,3.1986731175506815,0.8333326388894675,420.65,7366.691488,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388
43,-34.329722,18.990278,2011,8,10.900001,159.5,-4.17,170.40001,8.200000000000001,0.4,14.8,320.50308,0.0,26.39,16.8,1.8870001,0.79999995,4.97,20.780486490184575,162.20001000000002,2.2192034840549946,2.499993750015625,121.36000000000003,8458.076281200001,23.5,,23.05,,17.9,,158.2,,,,,,-0.8660254037844384,-0.5000000000000004
44,-34.329722,18.990278,2011,9,10.900001,159.5,-4.17,170.40001,8.200000000000001,0.4,14.8,320.50308,0.0,26.39,16.8,1.8870001,0.79999995,4.97,20.780486490184575,162.20001000000002,2.2192034840549946,2.499993750015625,121.36000000000003,8458.076281200001,8.200000000000001,,26.39,,14.8,,170.40001,,13.300000000000002,25.276666666666667,153.03334,0.6165413070269694,-1.0,-1.8369701987210297e-16
45,-34.329722,18.990278,2011,10,10.900001,159.5,-4.17,170.40001,8.200000000000001,0.4,14.8,320.50308,0.0,26.39,16.8,1.8870001,0.79999995,4.97,20.780486490184575,162.20001000000002,2.2192034840549946,2.499993750015625,121.36000000000003,8458.076281200001,8.200000000000001,23.5,26.39,23.05,14.8,17.9,170.40001,158.2,8.200000000000001,26.39,162.20001000000002,0.9999998780487954,-0.8660254037844386,0.5000000000000001
46,-34.329722,18.990278,2011,11,10.900001,159.5,-4.17,170.40001,8.200000000000001,0.4,14.8,320.50308,0.0,26.39,16.8,1.8870001,0.79999995,4.97,20.780486490184575,162.20001000000002,2.2192034840549946,2.499993750015625,121.36000000000003,8458.076281200001,8.200000000000001,8.200000000000001,26.39,26.39,14.8,14.8,170.40001,170.40001,8.200000000000001,26.39,162.20001000000002,0.9999998780487954,-0.5000000000000004,0.8660254037844384
47,-34.329722,18.990278,2011,12,10.900001,159.5,-4.17,170.40001,8.200000000000001,0.4,14.8,320.50308,0.0,26.39,16.8,1.8870001,0.79999995,4.97,20.780486490184575,162.20001000000002,2.2192034840549946,2.499993750015625,121.36000000000003,8458.076281200001,8.200000000000001,8.200000000000001,26.39,26.39,14.8,14.8,170.40001,170.40001,8.200000000000001,26.39,162.20001000000002,0.9999998780487954,-2.4492935982947064e-16,1.0
48,-34.329722,18.990278,2012,2,16.7,146.3,-1.68,163.0,7.2,0.4,23.4,323.80377,0.0,25.1,15.71,1.779,0.71999997,5.0499997,22.6388857445992,155.8,2.1041341542702074,2.499993750015625,168.48,8127.4746270000005,,8.200000000000001,,26.39,,14.8,,170.40001,,,,,0.8660254037844386,0.5000000000000001
49,-34.329722,18.990278,2012,3,16.7,146.3,-1.68,163.0,7.2,0.4,23.4,323.80377,0.0,25.1,15.71,1.779,0.71999997,5.0499997,22.6388857445992,155.8,2.1041341542702074,2.499993750015625,168.48,8127.4746270000005,7.2,8.200000000000001,25.1,26.39,23.4,14.8,163.0,170.40001,,,,,1.0,6.123233995736766e-17
50,-34.329722,18.990278,2012,4,16.7,146.3,-1.68,163.0,7.2,0.4,23.4,323.80377,0.0,25.1,15.71,1.779,0.71999997,5.0499997,22.6388857445992,155.8,2.1041341542702074,2.499993750015625,168.48,8127.4746270000005,7.2,,25.1,,23.4,,163.0,,7.2,25.1,155.8,0.9999998611111304,0.8660254037844387,-0.4999999999999998
51,-34.329722,18.990278,2012,5,16.7,146.3,-1.68,163.0,7.2,0.4,23.4,323.80377,0.0,25.1,15.71,1.779,0.71999997,5.0499997,22.6388857445992,155.8,2.1041341542702074,2.499993750015625,168.48,8127.4746270000005,7.2,7.2,25.1,25.1,23.4,23.4,163.0,163.0,7.2,25.1,155.8,0.9999998611111304,0.49999999999999994,-0.8660254037844387
52,-34.329722,18.990278,2012,6,16.7,146.3,-1.68,163.0,7.2,0.4,23.4,323.80377,0.0,25.1,15.71,1.779,0.71999997,5.0499997,22.6388857445992,155.8,2.1041341542702074,2.499993750015625,168.48,8127.4746270000005,7.2,7.2,25.1,25.1,23.4,23.4,163.0,163.0,7.2,25.1,155.8,0.9999998611111304,1.2246467991473532e-16,-1.0
53,-34.329722,18.990278,2012,7,30.9,133.1,-1.65,164.0,27.1,1.4,18.2,325.7036,0.0,25.0,16.01,1.807,0.7,5.5,6.051660293296668,136.9,3.3357695763397,0.7142852040819971,493.22,8142.59,7.2,7.2,25.1,25.1,23.4,23.4,163.0,163.0,13.833333333333334,25.066666666666666,149.5,1.959036002961253,-0.4999999999999997,-0.8660254037844388
54,-34.329722,18.990278,2012,8,30.9,133.1,-1.65,164.0,27.1,1.4,18.2,325.7036,0.0,25.0,16.01,1.807,0.7,5.5,6.051660293296668,136.9,3.3357695763397,0.7142852040819971,493.22,8142.59,27.1,7.2,25.0,25.1,18.2,23.4,164.0,163.0,20.46666666666667,25.03333333333333,143.20000000000002,1.3241041698320437,-0.8660254037844384,-0.5000000000000004
55,-34.329722,18.990278,2012,9,30.9,133.1,-1.65,164.0,27.1,1.4,18.2,325.7036,0.0,25.0,16.01,1.807,0.7,5.5,6.051660293296668,136.9,3.3357695763397,0.7142852040819971,493.22,8142.59,27.1,7.2,25.0,25.1,18.2,23.4,164.0,163.0,27.1,25.0,136.9,0.9999999630996323,-1.0,-1.8369701987210297e-16
56,-34.329722,18.990278,2012,10,30.9,133.1,-1.65,164.0,27.1,1.4,18.2,325.7036,0.0,25.0,16.01,1.807,0.7,5.5,6.051660293296668,136.9,3.3357695763397,0.7142852040819971,493.22,8142.59,27.1,27.1,25.0,25.0,18.2,18.2,164.0,164.0,27.1,25.0,136.9,0.9999999630996323,-0.8660254037844386,0.5000000000000001
57,-34.329722,18.990278,2012,11,30.9,133.1,-1.65,164.0,27.1,1.4,18.2,325.7036,0.0,25.0,16.01,1.807,0.7,5.5,6.051660293296668,136.9,3.3357695763397,0.7142852040819971,493.22,8142.59,27.1,27.1,25.0,25.0,18.2,18.2,164.0,164.0,27.1,25.0,136.9,0.9999999630996323,-0.5000000000000004,0.8660254037844384
58,-34.329722,18.990278,2013,1,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,,27.1,,25.0,,18.2,,164.0,,,,,0.49999999999999994,0.8660254037844387
59,-34.329722,18.990278,2013,2,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,8.700000000000001,27.1,24.8,25.0,22.1,18.2,164.2,164.0,,,,,0.8660254037844386,0.5000000000000001
60,-34.329722,18.990278,2013,3,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,8.700000000000001,,24.8,,22.1,,164.2,,8.700000000000001,24.8,155.5,0.9999998850574846,1.0,6.123233995736766e-17
61,-34.329722,18.990278,2013,4,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,8.700000000000001,8.700000000000001,24.8,24.8,22.1,22.1,164.2,164.2,8.700000000000001,24.8,155.5,0.9999998850574846,0.8660254037844387,-0.4999999999999998
62,-34.329722,18.990278,2013,5,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,8.700000000000001,8.700000000000001,24.8,24.8,22.1,22.1,164.2,164.2,8.700000000000001,24.8,155.5,0.9999998850574846,0.49999999999999994,-0.8660254037844387
63,-34.329722,18.990278,2013,6,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,8.700000000000001,8.700000000000001,24.8,24.8,22.1,22.1,164.2,164.2,8.700000000000001,24.8,155.5,0.9999998850574846,1.2246467991473532e-16,-1.0
64,-34.329722,18.990278,2013,7,16.7,147.5,0.95,164.2,8.700000000000001,0.4,22.1,327.69806,0.0,24.8,15.17,1.7190001,0.71999997,5.12,18.87356104901597,155.5,2.2721258855093374,2.499993750015625,192.27000000000004,8126.9118880000005,8.700000000000001,8.700000000000001,24.8,24.8,22.1,22.1,164.2,164.2,8.700000000000001,24.8,155.5,0.9999998850574846,-0.4999999999999997,-0.8660254037844388
65,-34.329722,18.990278,2013,8,56.9,98.0,1.43,154.90001,55.0,2.7,17.5,299.3037,0.0,25.34,16.859999,1.8770001,0.71,4.46,2.8163637669752046,99.90001000000001,4.02535169073515,0.3703702331962099,962.5,7584.355758,8.700000000000001,8.700000000000001,24.8,24.8,22.1,22.1,164.2,164.2,24.133333333333336,24.98,136.96667,2.2790054304279512,-0.8660254037844384,-0.5000000000000004
66,-34.329722,18.990278,2013,9,56.9,98.0,1.43,154.90001,55.0,2.7,17.5,299.3037,0.0,25.34,16.859999,1.8770001,0.71,4.46,2.8163637669752046,99.90001000000001,4.02535169073515,0.3703702331962099,962.5,7584.355758,55.0,8.700000000000001,25.34,24.8,17.5,22.1,154.90001,164.2,39.56666666666666,25.16,118.43334,1.39005893706675,-1.0,-1.8369701987210297e-16
67,-34.329722,18.990278,2013,10,56.9,98.0,1.43,154.90001,55.0,2.7,17.5,299.3037,0.0,25.34,16.859999,1.8770001,0.71,4.46,2.8163637669752046,99.90001000000001,4.02535169073515,0.3703702331962099,962.5,7584.355758,55.0,8.700000000000001,25.34,24.8,17.5,22.1,154.90001,164.2,55.0,25.34,99.90001000000001,0.9999999818181822,-0.8660254037844386,0.5000000000000001
68,-34.329722,18.990278,2013,11,56.9,98.0,1.43,154.90001,55.0,2.7,17.5,299.3037,0.0,25.34,16.859999,1.8770001,0.71,4.46,2.8163637669752046,99.90001000000001,4.02535169073515,0.3703702331962099,962.5,7584.355758,55.0,55.0,25.34,25.34,17.5,17.5,154.90001,154.90001,55.0,25.34,99.90001000000001,0.9999999818181822,-0.5000000000000004,0.8660254037844384
69,-34.329722,18.990278,2014,1,8.3,149.3,-2.6399999,157.6,3.4000000000000004,0.2,18.0,319.0006,0.0,24.109999,14.63,1.659,0.68,4.91,46.3529275432566,154.2,1.4816045409242156,4.999975000124999,61.2,7691.1041469994,,55.0,,25.34,,17.5,,154.90001,,,,,0.49999999999999994,0.8660254037844387
70,-34.329722,18.990278,2014,2,8.3,149.3,-2.6399999,157.6,3.4000000000000004,0.2,18.0,319.0006,0.0,24.109999,14.63,1.659,0.68,4.91,46.3529275432566,154.2,1.4816045409242156,4.999975000124999,61.2,7691.1041469994,3.4000000000000004,55.0,24.109999,25.34,18.0,17.5,157.6,154.90001,,,,,0.8660254037844386,0.5000000000000001
