sample_lat,sample_lon,Sample Date,distance_to_dam_km,dam_count_within_5km,dam_area_sum_within_5km,dam_count_within_10km,dam_area_sum_within_10km,dam_count_within_25km,dam_area_sum_within_25km,sample_elevation,position_relative_to_dam,TYPE,AREA,PERIMETER,AREA_KM2,Shape_Length,Shape_Area,area_perimeter_ratio,compactness,log1p_area,log1p_perimeter,shape_factor,season,evap_proxy
-30.160091,27.40124,06-01-2011,27.03863685778581,0,0.0,0,0.0,0,0.0,1420.0,downstream,RESERVOIR,9.40228783e-05,0.0708026141,9.40228798e-11,0.070802612216869,9.40228801156302e-05,0.0013279577853188434,0.2356920058145626,9.401846024168159e-05,0.06840847216133603,7.301843252828629,1,1.410343197e-10
-32.595833,19.009444,06-01-2011,37.48308134511313,0,0.0,0,0.0,0,0.0,157.0,downstream,RESERVOIR,0.000163597288,0.0804043859,1.63597288e-10,0.0804043802648423,0.0001635972936201,0.00203468135789612,0.31799959082965973,0.00016358391304219108,0.07733539722729242,6.286250040352422,1,2.45395932e-10
-25.99136,27.84208,10-01-2011,27.234978080318363,0,0.0,0,0.0,0,0.0,1365.0,upstream,RESERVOIR,0.00155598251,0.380313367,1.55598257e-09,0.380313363286915,0.0015559825205153,0.0040913169788813035,0.1351859030483783,0.0015547732339698571,0.32231054823711336,9.641380633242512,1,2.333973855e-09
-26.73806,27.59194,10-01-2011,9.857310093259782,0,0.0,1,1.99782913436815e-06,5,0.0011315509975522904,1422.0,downstream,ISLAND,1.9978288e-06,0.0104954951,1.99782877e-12,0.0104954950373573,1.99782913436815e-06,0.00019035111036371272,0.2279094593388123,1.997827138710183e-06,0.010440799699554845,7.4254667296024985,1,2.996743155e-12
-26.45,28.085833,10-01-2011,25.25862729156921,0,0.0,0,0.0,0,0.0,1475.0,downstream,RESERVOIR,8.53391066e-06,0.0112522785,8.53391056e-12,0.0112522782892192,8.53391074131028e-06,0.0007584162532425276,0.846987558642546,8.533874327701176e-06,0.011189442331630179,3.8518238368365125,1,1.2800865840000001e-11
-30.86013889,29.07125,10-01-2011,65.14777666648487,0,0.0,0,0.0,0,0.0,825.0,downstream,RESERVOIR,1.97571135e-05,0.0290748887,1.97571126e-11,0.0290748866452974,1.9757113386406e-05,0.0006795250357036906,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-27.356667,27.286389,10-01-2011,27.781019654805217,0,0.0,0,0.0,0,0.0,1360.0,downstream,RESERVOIR,7.32354383e-05,0.0473224223,7.32354385e-11,0.0473224226860329,7.32354356675199e-05,0.0015475842425030275,0.41095776682549845,7.323275408392502e-05,0.04623683356111991,5.529760674354684,1,1.0985315775e-10
-27.01011111,26.69808333,11-01-2011,24.88484154908913,0,0.0,0,0.0,1,0.00026516355627,1291.0,downstream,RESERVOIR,0.000265163544,0.162562072,2.65163558e-10,0.162562074303162,0.00026516355627,0.0016311526375694823,0.12609133255728153,0.00026512840662767863,0.15062625430382373,9.983028587851917,1,3.97745337e-10
-25.73411,27.21422,11-01-2011,7.672888954216622,0,0.0,1,0.0002040771149404,2,0.0005111974108692,1453.0,upstream,RESERVOIR,0.000204077121,0.0908836052,2.04077116e-10,0.0908836008102053,0.0002040771149404,0.002245477876303936,0.31047963491891495,0.00020405629403864365,0.08698801079266384,6.361922473381457,1,3.06115674e-10
-26.98472222,26.63227778,11-01-2011,20.466894814231836,0,0.0,0,0.0,1,0.00026516355627,1289.0,downstream,RESERVOIR,0.000265163544,0.162562072,2.65163558e-10,0.162562074303162,0.00026516355627,0.0016311526375694823,0.12609133255728153,0.00026512840662767863,0.15062625430382373,9.983028587851917,1,3.97745337e-10
-27.398611,26.614722,11-01-2011,66.23574695410774,0,0.0,0,0.0,0,0.0,1261.0,upstream,ISLAND,2.8188424e-06,0.0119065493,2.81884238e-12,0.0119065493293498,2.81884224637634e-06,0.00023674720258296076,0.24986694356414788,2.818838273448001e-06,0.011836224041506095,7.091702847606732,1,4.22826357e-12
-27.671111,27.236944,11-01-2011,5.665572169553021,0,0.0,2,0.0003216739606763004,2,0.0003216739606763004,1345.0,downstream,RESERVOIR,0.000222226576,0.0851767734,2.2222657e-10,0.0851767723989303,0.0002222265632805,0.002609004274511367,0.38491379426797745,0.00022220187461537,0.0817428975917524,5.713775787287852,1,3.33339855e-10
-29.160278,26.573333,11-01-2011,13.7644829110288,0,0.0,0,0.0,4,0.0011875643751267611,1336.0,upstream,RESERVOIR,5.82753273e-07,0.00362469233,5.82753247e-13,0.0036246916619387,5.82753145206358e-07,0.0001607731634568591,0.5573812463827231,5.827529754058098e-07,0.0036181382982908732,4.748197288800593,1,8.741298704999999e-13
-34.250556,20.9925,11-01-2011,29.473752375345335,0,0.0,0,0.0,0,0.0,26.0,downstream,RESERVOIR,4.62335738e-05,0.107055902,4.62335725e-11,0.107055896138476,4.62335729212838e-05,0.0004318638635376902,0.050692783488479914,4.6232504182592215e-05,0.10170414580177703,15.744608378429763,1,6.935035875000001e-11
-25.45963889,28.26430556,11-01-2011,7.778292677600209,0,0.0,1,3.64398349562171e-05,4,0.0005572070606185317,1101.0,upstream,RESERVOIR,3.64398365e-05,0.055760581,3.64398373e-11,0.0557605806439682,3.64398349562171e-05,0.0006535052995274971,0.14727590167322607,3.6439171041559864e-05,0.05426143670352316,9.237173199657732,1,5.465975595e-11
-25.81048333,27.90955222,12-01-2011,8.806061919559358,0,0.0,1,0.0015559825205153,1,0.0015559825205153,1184.0,upstream,RESERVOIR,0.00155598251,0.380313367,1.55598257e-09,0.380313363286915,0.0015559825205153,0.0040913169788813035,0.1351859030483783,0.0015547732339698571,0.32231054823711336,9.641380633242512,1,2.333973855e-09
-27.273889,28.49,12-01-2011,26.86183433217547,0,0.0,0,0.0,0,0.0,1509.0,upstream,ISLAND,2.33823812e-07,0.00182851613,2.33823811e-13,0.0018285150686266,2.33823700974078e-07,0.0001278762777830576,0.8788227814468043,2.338236736373207e-07,0.0018268453700180387,3.781414442067767,1,3.507357165e-13
-27.4275,28.525833,12-01-2011,42.98143424459462,0,0.0,0,0.0,0,0.0,1514.0,upstream,ISLAND,2.10441794e-06,0.00551382126,2.10441799e-12,0.0055138210983444,2.10441837693832e-06,0.0003816624331878555,0.8698344575573829,2.104416162653074e-06,0.005498675634206016,3.8009016137202383,1,3.156626985e-12
-28.883333,27.89,12-01-2011,75.32058540785705,0,0.0,0,0.0,0,0.0,1552.0,downstream,RESERVOIR,0.000180276795,0.129733369,1.80276793e-10,0.129733368429569,0.0001802767970651,0.001389594668248986,0.1346003870569327,0.00018026054915603798,0.12198164774000864,9.662328034605581,1,2.704151895e-10
-27.00222,28.76528,13-01-2011,32.88051841585282,0,0.0,0,0.0,0,0.0,1500.0,downstream,RESERVOIR,7.39570969e-05,0.0404288769,7.39570974e-11,0.0404288770737794,7.39570949056202e-05,0.001829313605936302,0.5685993380317204,7.395436021450913e-05,0.03963300994898622,4.7011245471445395,1,1.109356461e-10
-27.02314,28.59389,13-01-2011,25.722343345030602,0,0.0,0,0.0,0,0.0,1491.0,upstream,ISLAND,9.70133442e-06,0.012686925,9.70133435e-12,0.0126869244382447,9.70133416841998e-06,0.0007646718647121962,0.757405791794772,9.701287110782003e-06,0.012607119688116545,4.073245825349159,1,1.4552001525000002e-11
-30.534167,24.961944,13-01-2011,25.079770353500983,0,0.0,0,0.0,0,0.0,1221.0,upstream,ISLAND,1.14159047e-06,0.00417832518,1.14159051e-12,0.0041783253481366,1.14159055089781e-06,0.00027321724746343784,0.8217046072226287,1.141589899283813e-06,0.004169620386462894,3.9106330912290015,1,1.712385765e-12
-28.460833,21.248889,13-01-2011,105.93048847693625,0,0.0,0,0.0,0,0.0,796.0,downstream,RESERVOIR,0.000350831804,0.118203923,3.50831808e-10,0.118203913684908,0.0003508318053539,0.0029680219073467563,0.3155332350362189,0.000350770278266095,0.11172374959078625,6.3107703577847145,1,5.262477119999999e-10
-29.658056,25.973333,14-01-2011,2.711428021518102,1,7.47667617893372e-05,1,7.47667617893372e-05,2,0.000123883445231621,1329.0,in_dam,RESERVOIR,7.47667655e-05,0.0917772502,7.47667622e-11,0.0917772512202379,7.47667617893372e-05,0.0008146546207742126,0.11154454672728319,7.476396689431227e-05,0.08780687411642461,10.614040990222174,1,1.1215014330000001e-10
-28.760833,17.730278,16-01-2011,211.30642157707598,0,0.0,0,0.0,0,0.0,166.0,downstream,RESERVOIR,1.69508367e-05,0.0257461667,1.69508366e-11,0.0257461649523792,1.69508361816689e-05,0.0006583829557669363,0.3213482180094035,1.6950692517868753e-05,0.025420313558983658,6.253411155231943,1,2.5426254899999996e-11
-25.513889,31.224444,17-01-2011,21.160163609141332,0,0.0,0,0.0,1,3.77578778801259e-05,440.0,downstream,RESERVOIR,3.77578799e-05,0.0509476066,3.77578802e-11,0.0509476042000667,3.77578778801259e-05,0.0007411119418120814,0.18279735570653222,3.775716506939765e-05,0.04969223736957333,8.29124937310633,1,5.66368203e-11
-26.861111,28.884722,17-01-2011,34.55940764416725,0,0.0,0,0.0,0,0.0,1526.0,downstream,RESERVOIR,0.000527069438,0.114202097,5.27069444e-10,0.114202100112562,0.0005270694561698,0.004615234357736721,0.5078430725334462,0.0005269306038517212,0.10813854346419284,4.97439382620065,1,7.906041659999999e-10
-31.554722,29.245556,17-01-2011,33.16627354379171,0,0.0,0,0.0,0,0.0,254.0,downstream,RESERVOIR,1.97571135e-05,0.0290748887,1.97571126e-11,0.0290748866452974,1.9757113386406e-05,0.0006795250357036906,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-28.058889,30.373611,17-01-2011,45.76353617247723,0,0.0,0,0.0,0,0.0,1141.0,downstream,RESERVOIR,0.00187164906,0.625846982,1.87164906e-09,0.625846979732188,0.0018716490410035,0.0029905857208121773,0.06004791864260142,0.0018698996883798182,0.48602889829135654,14.466249552044827,1,2.8074735900000005e-09
-25.127778,27.628889,18-01-2011,19.69636163169441,0,0.0,0,0.0,1,0.0012611719859115,957.0,downstream,RESERVOIR,0.001261172,0.359773606,1.26117206e-09,0.359773611837261,0.0012611719859115,0.003505459945957542,0.12244063323492824,0.0012603773765450233,0.3073182240072765,10.130762835767685,1,1.89175809e-09
-25.20639,27.558,18-01-2011,14.61042114646635,0,0.0,0,0.0,5,0.0018726812819796104,957.0,downstream,ISLAND,1.71821739e-06,0.00523177534,1.71821737e-12,0.0052317749836755,1.71821724917936e-06,0.00032841956204390007,0.7888416351501695,1.7182157730457932e-06,0.005218136796206546,3.9912599994541806,1,2.577326055e-12
-24.69514,27.40906,18-01-2011,37.01740509853239,0,0.0,0,0.0,0,0.0,912.0,downstream,RESERVOIR,0.000114786279,0.0621887073,1.14786278e-10,0.0621887044334712,0.0001147862699693,0.0018457736177837783,0.3729724804882843,0.00011477968252950688,0.06033159482560397,5.804523015634366,1,1.7217941699999999e-10
-25.681111,31.783333,18-01-2011,25.482369286919223,0,0.0,0,0.0,0,0.0,207.0,downstream,RESERVOIR,7.45908474e-05,0.101229087,7.45908474e-11,0.10122908824534,7.45908454413371e-05,0.0007368518943865325,0.09147127721056596,7.458806368255357e-05,0.09642690898043355,11.720943175061194,1,1.118862711e-10
-27.802778,28.768333,18-01-2011,57.57338945914186,0,0.0,0,0.0,0,0.0,1560.0,downstream,RESERVOIR,2.9959474e-05,0.035913296,2.99594724e-11,0.0359132958870645,2.99594742046349e-05,0.0008342167841685534,0.29189961609914183,2.9959025428550964e-05,0.03528344910628281,6.561273935638371,1,4.49392086e-11
-27.398611,26.614722,18-01-2011,66.23574695410774,0,0.0,0,0.0,0,0.0,1261.0,upstream,ISLAND,2.8188424e-06,0.0119065493,2.81884238e-12,0.0119065493293498,2.81884224637634e-06,0.00023674720258296076,0.24986694356414788,2.818838273448001e-06,0.011836224041506095,7.091702847606732,1,4.22826357e-12
-31.104278,29.399722,18-01-2011,37.74880498590255,0,0.0,0,0.0,0,0.0,374.0,downstream,RESERVOIR,1.97847512e-05,0.0366014764,1.9784752e-11,0.0366014753952205,1.97847527888164e-05,0.0005405452259681147,0.1855851866572372,1.9784557073176395e-05,0.035947550074810555,8.228738818778933,1,2.9677128e-11
-31.396,29.2651,18-01-2011,32.405454671445966,0,0.0,0,0.0,0,0.0,126.0,downstream,RESERVOIR,1.97571135e-05,0.0290748887,1.97571126e-11,0.0290748866452974,1.9757113386406e-05,0.0006795250357036906,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-33.38056,19.30167,18-01-2011,3.2909002396457265,1,3.92913302332273e-06,1,3.92913302332273e-06,2,0.0014541783142575228,443.0,in_dam,RESERVOIR,3.92913353e-06,0.0121560981,3.92913349e-12,0.0121560994403386,3.92913302332273e-06,0.0003232231722258816,0.33413202918748114,3.929125304299792e-06,0.012082807429036066,6.1326174987522615,1,5.893700234999999e-12
-33.31388889,19.07472222,18-01-2011,6.4989180651117735,0,0.0,1,0.0014502491812342,2,0.0014541783142575228,101.0,upstream,RESERVOIR,0.00145024923,0.198673472,1.45024925e-09,0.198673474345592,0.0014502491812342,0.007299661849695121,0.461713655858966,0.0014491985855180868,0.18121550730132563,5.216972797179858,1,2.175373875e-09
-27.495556,26.074722,18-01-2011,17.972405080871813,0,0.0,0,0.0,21,6.955661476907962e-05,1251.0,upstream,ISLAND,2.85922761e-06,0.00838077161,2.85922761e-12,0.0083807718961766,2.85922816384471e-06,0.00034116525290563696,0.511553000290836,2.8592240762596547e-06,0.00834584821664771,4.956323143650754,1,4.288841415e-12
-24.39619444,27.08983333,19-01-2011,58.08964818499155,0,0.0,0,0.0,0,0.0,887.0,downstream,RESERVOIR,0.000114786279,0.0621887073,1.14786278e-10,0.0621887044334712,0.0001147862699693,0.0018457736177837783,0.3729724804882843,0.00011477968252950688,0.06033159482560397,5.804523015634366,1,1.7217941699999999e-10
-26.970278,27.211111,19-01-2011,31.010449382056713,0,0.0,0,0.0,0,0.0,1325.0,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245388569,5.08125461340412e-05,0.001687718204590241,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-26.880278,26.965,19-01-2011,27.09142450721144,0,0.0,0,0.0,0,0.0,1302.0,downstream,RESERVOIR,4.9262133e-05,0.0433211587,4.92621326e-11,0.0433211568893985,4.92621323523948e-05,0.0011371379687995598,0.3298549295843475,4.926091901340046e-05,0.04240904510281227,6.172249065033335,1,7.38931989e-11
-27.273889,28.49,19-01-2011,26.86183433217547,0,0.0,0,0.0,0,0.0,1509.0,upstream,ISLAND,2.33823812e-07,0.00182851613,2.33823811e-13,0.0018285150686266,2.33823700974078e-07,0.0001278762777830576,0.8788227814468043,2.338236736373207e-07,0.0018268453700180387,3.781414442067767,1,3.507357165e-13
-27.3,28.586944,19-01-2011,35.62793407628191,0,0.0,0,0.0,0,0.0,1506.0,upstream,ISLAND,2.33823812e-07,0.00182851613,2.33823811e-13,0.0018285150686266,2.33823700974078e-07,0.0001278762777830576,0.8788227814468043,2.338236736373207e-07,0.0018268453700180387,3.781414442067767,1,3.507357165e-13
-27.044444,27.005,19-01-2011,41.933666105598654,0,0.0,0,0.0,0,0.0,1313.0,downstream,RESERVOIR,5.08125449e-05,0.030107243,5.08125451e-11,0.030107245388569,5.08125461340412e-05,0.001687718204590241,0.7044315139780191,5.081125522034845e-05,0.029662918557727402,4.223626865580755,1,7.621881765e-11
-30.568333,29.422778,19-01-2011,36.93852844204676,0,0.0,0,0.0,0,0.0,1246.0,downstream,RESERVOIR,4.65288576e-06,0.0128844716,4.65288572e-12,0.0128844708020401,4.65288562367353e-06,0.0003611235335001635,0.35220788101434924,4.652874799034794e-06,0.012802172170478715,5.973177179585673,1,6.9793285800000005e-12
-30.570833,29.150556,19-01-2011,51.365738851399584,0,0.0,0,0.0,0,0.0,1358.0,downstream,RESERVOIR,4.65288576e-06,0.0128844716,4.65288572e-12,0.0128844708020401,4.65288562367353e-06,0.0003611235335001635,0.35220788101434924,4.652874799034794e-06,0.012802172170478715,5.973177179585673,1,6.9793285800000005e-12
-34.031944,22.053333,19-01-2011,8.486577994165797,0,0.0,2,0.00011208374537848611,3,0.00011739007174168125,39.0,upstream,RESERVOIR,3.18272105e-05,0.0338456891,3.1827211e-11,0.033845690385485,3.18272112626652e-05,0.0009403623001696603,0.3491416792142573,3.182670478772325e-05,0.03328552934551694,5.999348405318854,1,4.77408165e-11
-33.13083,18.86278,19-01-2011,13.131629676305282,0,0.0,0,0.0,1,2.64050841605154e-05,39.0,upstream,RESERVOIR,2.64050832e-05,0.0233844314,2.6405083e-11,0.0233844317720139,2.64050841605154e-05,0.0011291736492390373,0.6067974925386577,2.6404735552417308e-05,0.023115205012069866,4.55075068621257,1,3.96076245e-11
-33.7075,18.97444444,19-01-2011,17.356507428864187,0,0.0,0,0.0,1,0.0002926361080296,100.0,downstream,RESERVOIR,0.000292636105,0.117879763,2.9263611e-10,0.117879764442143,0.0002926361080296,0.002482496545628468,0.26464229707788817,0.0002925932984352904,0.11143382372780863,6.890889777188278,1,4.3895416499999996e-10
-25.57877778,29.12747222,19-01-2011,25.666800162109716,0,0.0,0,0.0,0,0.0,1161.0,upstream,RESERVOIR,0.002296163,0.608121157,2.29616304e-09,0.608121160057883,0.0022961628933865,0.0037758312721171677,0.0780247395734713,0.0022935307398355208,0.47506651621293783,12.690793226413557,1,3.44424456e-09
-26.006389,29.253889,20-01-2011,9.216872297555703,0,0.0,1,4.64282774772224e-05,5,0.0011940439177541705,1511.0,downstream,RESERVOIR,4.64282784e-05,0.0435644351,4.64282779e-11,0.043564435557758,4.64282774772224e-05,0.0010657380700962319,0.30741726352905274,4.642719971810652e-05,0.04264219508510359,6.393531449763003,1,6.964241685e-11
-27.02314,28.59389,20-01-2011,25.722343345030602,0,0.0,0,0.0,0,0.0,1491.0,upstream,ISLAND,9.70133442e-06,0.012686925,9.70133435e-12,0.0126869244382447,9.70133416841998e-06,0.0007646718647121962,0.757405791794772,9.701287110782003e-06,0.012607119688116545,4.073245825349159,1,1.4552001525000002e-11
-30.679722,26.7125,20-01-2011,19.576480723491485,0,0.0,0,0.0,1,7.2149127462945e-05,1300.0,downstream,RESERVOIR,7.21491233e-05,0.0478493609,7.214912e-11,0.0478493582178367,7.2149127462945e-05,0.0015078389794273624,0.3959940978853528,7.214652483983207e-05,0.046739833408403486,5.633270106772433,1,1.0822368e-10
-28.460833,21.248889,20-01-2011,105.93048847693625,0,0.0,0,0.0,0,0.0,796.0,downstream,RESERVOIR,0.000350831804,0.118203923,3.50831808e-10,0.118203913684908,0.0003508318053539,0.0029680219073467563,0.3155332350362189,0.000350770278266095,0.11172374959078625,6.3107703577847145,1,5.262477119999999e-10
-30.77586667,29.03221667,20-01-2011,73.73442696519363,0,0.0,0,0.0,0,0.0,897.0,downstream,RESERVOIR,1.97571135e-05,0.0290748887,1.97571126e-11,0.0290748866452974,1.9757113386406e-05,0.0006795250357036906,0.2936955023855841,1.9756918217211967e-05,0.028660230341173206,6.541182769447119,1,2.96356689e-11
-24.925278,29.324444,21-01-2011,15.976227205625428,0,0.0,0,0.0,2,0.0010603347951028915,837.0,upstream,RESERVOIR,0.00103937148,0.401318789,1.03937148e-09,0.401318804190351,0.0010393715226881,0.002589889912540759,0.08109641549679183,0.0010388317500908129,0.33741379620793954,12.448129643418957,1,1.5590572200000002e-09
