Latitude,Longitude,Sample Date,aet,def,pdsi,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws
-27.01011111,26.69808333,11-01-2011,42.3,149.40001,0.90999997,191.7,44.300000000000004,2.2,2.3,318.4026,0.0,30.09,12.559999,1.2870001,1.5799999,3.1899998
-25.73411,27.21422,11-01-2011,54.2,128.3,0.74,182.5,56.2,2.8000000000000003,5.6,307.89746,0.0,29.99,12.88,1.4410001,1.43,3.07
-26.98472222,26.63227778,11-01-2011,42.4,149.6,1.16,192.0,44.300000000000004,2.2,2.7,316.4976,0.0,30.16,12.74,1.291,1.5999999,3.21
-27.398611,26.614722,11-01-2011,43.2,154.2,1.0699999,197.40001,45.2,2.3000000000000003,2.7,321.69876,0.0,30.63,12.32,1.245,1.68,3.29
-27.671111,27.236944,11-01-2011,40.5,151.6,1.29,192.1,42.2,2.1,2.9,321.00317,0.0,30.029999,11.679999,1.253,1.5699999,3.21
-29.160278,26.573333,11-01-2011,28.4,170.7,1.2099999,199.1,29.5,1.5,2.7,323.89624,0.0,29.3,9.62,1.0350001,1.61,3.6899998
-34.250556,20.9925,11-01-2011,52.8,87.4,2.73,140.2,51.900000000000006,2.6,12.3,276.6034,0.0,24.189999,12.67,1.4920001,0.76,4.0099998
-25.45963889,28.26430556,11-01-2011,52.2,130.6,0.77,182.8,54.2,2.7,5.7000003,301.2023,0.0,31.4,14.759999,1.6400001,1.51,2.9199998
-25.81048333,27.90955222,12-01-2011,96.1,68.0,1.3299999,164.1,100.5,5.0,5.1,262.8021,0.0,28.97,16.56,1.626,1.3299999,2.45
-27.273889,28.49,12-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46
-27.4275,28.525833,12-01-2011,102.8,60.8,1.37,163.6,107.7,5.4,3.8,277.797,0.0,27.46,13.75,1.4080001,1.22,2.48
-28.883333,27.89,12-01-2011,101.0,63.2,2.09,164.2,105.80000000000001,5.300000000000001,3.3,284.00204,0.0,26.349998,12.929999,1.292,1.18,2.53
-27.00222,28.76528,13-01-2011,91.200005,70.4,0.7,161.6,95.4,4.800000000000001,5.0,273.7973,0.0,27.63,14.11,1.442,1.22,2.3899999
-27.02314,28.59389,13-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-30.534167,24.961944,13-01-2011,42.600002,162.40001,-1.48,205.0,44.900000000000006,2.2,0.0,317.99945,0.0,29.9,13.13,1.169,1.7099999,3.29
-28.460833,21.248889,13-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34
-29.658056,25.973333,14-01-2011,67.700005,119.200005,1.41,186.90001,71.0,3.6,2.2,304.19812,0.0,28.289999,12.61,1.2210001,1.4399999,3.06
-28.760833,17.730278,16-01-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53
-25.513889,31.224444,17-01-2011,102.200005,47.2,1.05,149.40001,105.80000000000001,5.300000000000001,13.2,258.39926,0.0,28.0,17.51,1.8850001,1.02,2.02
-26.861111,28.884722,17-01-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36
-31.554722,29.245556,17-01-2011,115.3,8.400001,3.6299999,123.700005,106.2,5.300000000000001,36.100002,223.00275,0.0,24.68,16.57,1.8870001,0.62,3.81
-28.058889,30.373611,17-01-2011,95.0,63.0,-2.27,158.0,99.60000000000001,5.0,4.2000003,267.197,0.0,28.029999,14.679999,1.593,1.15,2.46
-25.127778,27.628889,18-01-2011,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32
-25.20639,27.558,18-01-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999
-24.69514,27.40906,18-01-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35
-25.681111,31.783333,18-01-2011,63.100002,86.1,-1.52,149.2,65.4,3.3000000000000003,10.7,257.1029,0.0,29.599998,18.289999,2.1200001,1.02,1.92
-27.802778,28.768333,18-01-2011,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998
-27.398611,26.614722,18-01-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-31.104278,29.399722,18-01-2011,115.700005,18.4,4.25,134.1,101.80000000000001,5.1000000000000005,21.6,228.89954,0.0,25.75,16.289999,1.7860001,0.81,3.26
-31.396,29.2651,18-01-2011,119.5,15.0,3.8799999,134.5,98.7,4.9,23.9,226.70207,0.0,25.96,17.63,1.9070001,0.78999996,3.6299999
-33.38056,19.30167,18-01-2011,14.400001,179.90001,-3.1299999,194.3,13.4,0.7000000000000001,8.2,334.79657,0.0,26.59,11.87,1.092,1.35,3.53
-33.31388889,19.07472222,18-01-2011,15.1,190.8,-3.54,205.90001,13.8,0.7000000000000001,10.2,331.09726,0.0,29.13,14.309999,1.271,1.5799999,3.55
-27.495556,26.074722,18-01-2011,76.3,117.9,1.9499999,194.2,79.9,4.0,2.8,295.50314,0.0,29.939999,14.9,1.4030001,1.5699999,3.34
-24.39619444,27.08983333,19-01-2011,92.6,76.6,1.86,169.2,96.5,4.800000000000001,8.400001,253.10321,0.0,31.679998,18.75,1.8280001,1.5999999,2.25
-26.970278,27.211111,19-01-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54
-26.880278,26.965,19-01-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999
-27.273889,28.49,19-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46
-27.3,28.586944,19-01-2011,99.1,64.3,1.16,163.40001,103.80000000000001,5.2,4.2000003,276.0975,0.0,27.63,13.929999,1.4200001,1.24,2.46
-27.044444,27.005,19-01-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74
-30.568333,29.422778,19-01-2011,101.5,36.2,4.22,137.7,105.30000000000001,5.300000000000001,8.5,245.69667,0.0,24.699999,12.12,1.4660001,0.81,3.02
-30.570833,29.150556,19-01-2011,104.1,34.8,3.74,138.90001,108.5,5.4,6.5,248.20241,0.0,24.51,11.94,1.404,0.84,2.82
-34.031944,22.053333,19-01-2011,20.6,136.90001,2.11,157.5,20.200000000000003,1.0,7.0,301.09955,0.0,25.33,14.79,1.6140001,0.84999996,3.3899999
-33.13083,18.86278,19-01-2011,12.7,194.40001,-3.74,207.1,12.200000000000001,0.6000000000000001,7.5,328.49667,0.0,29.59,14.95,1.322,1.61,3.52
-33.7075,18.97444444,19-01-2011,21.2,179.1,-3.36,200.3,19.6,1.0,11.8,325.50085,0.0,28.39,14.78,1.371,1.42,3.87
-25.57877778,29.12747222,19-01-2011,97.8,63.8,1.4,161.6,102.30000000000001,5.1000000000000005,4.8,260.80225,0.0,29.429998,15.799999,1.639,1.3199999,2.28
-26.006389,29.253889,20-01-2011,92.3,59.7,0.62,152.0,96.5,4.800000000000001,5.5,260.20148,0.0,27.09,14.0199995,1.503,1.1,2.28
-27.02314,28.59389,20-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-30.679722,26.7125,20-01-2011,64.9,116.0,1.16,180.90001,68.10000000000001,3.4000000000000004,2.1000001,286.69748,0.0,28.599998,12.28,1.284,1.4,3.1999998
-28.460833,21.248889,20-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34
-30.77586667,29.03221667,20-01-2011,100.200005,41.3,3.8899999,141.5,104.30000000000001,5.2,6.6,239.90265,0.0,26.0,14.53,1.559,0.96,2.74
-24.925278,29.324444,21-01-2011,104.5,57.9,2.3899999,162.40001,109.5,5.5,4.0,254.69994,0.0,30.97,17.51,1.845,1.41,2.1399999
-28.460833,21.248889,21-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34
-24.679167,30.8025,24-01-2011,141.7,1.6,1.56,143.3,149.0,7.4,16.7,257.49814,0.0,25.99,15.07,1.6890001,0.85999995,2.21
-25.99136,27.84208,24-01-2011,94.200005,66.9,0.96999997,161.1,98.5,4.9,4.9,264.8968,0.0,28.039999,15.62,1.552,1.24,2.46
-25.49037,30.6986,24-01-2011,118.4,26.300001,1.16,144.7,122.5,6.1000000000000005,17.2,257.6009,0.0,26.84,15.66,1.7770001,0.89,2.1399999
-26.970278,27.211111,24-01-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54
-27.671111,27.236944,24-01-2011,89.8,93.1,1.62,182.90001,94.2,4.7,2.7,291.89868,0.0,29.48,15.049999,1.417,1.51,2.74
-27.356667,27.286389,24-01-2011,90.4,92.0,1.51,182.40001,94.80000000000001,4.7,3.0,290.30197,0.0,29.23,15.32,1.4440001,1.4699999,2.8799999
-27.01011111,26.69808333,25-01-2011,86.6,96.9,1.18,183.5,90.9,4.5,2.2,287.20337,0.0,29.289999,15.61,1.4740001,1.4599999,3.04
-26.98472222,26.63227778,25-01-2011,87.4,94.0,1.4,181.40001,91.80000000000001,4.6000000000000005,2.5,285.10077,0.0,29.349998,15.679999,1.4790001,1.4699999,2.8999999
-27.398611,26.614722,25-01-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-33.818056,19.694722,25-01-2011,12.900001,188.90001,-2.37,201.8,12.3,0.6000000000000001,6.2000003,328.1963,0.0,28.73,14.099999,1.292,1.5,3.6
-25.45963889,28.26430556,25-01-2011,100.0,64.5,0.94,164.5,104.7,5.2,5.1,259.40314,0.0,29.849998,16.63,1.6890001,1.37,2.37
-33.897778,20.012778,25-01-2011,11.3,184.8,-1.8399999,196.1,11.0,0.5,4.9,321.6039,0.0,29.26,14.559999,1.325,1.55,3.11
-25.81048333,27.90955222,26-01-2011,96.1,68.0,1.3299999,164.1,100.5,5.0,5.1,262.8021,0.0,28.97,16.56,1.626,1.3299999,2.45
-34.065833,20.404167,26-01-2011,13.2,166.1,0.91999996,179.3,12.700000000000001,0.6000000000000001,6.2000003,313.99976,0.0,29.189999,15.91,1.4430001,1.5,2.1699998
-24.058889,31.237222,26-01-2011,60.100002,94.5,-1.09,154.6,63.300000000000004,3.2,1.4,258.09888,0.0,31.59,19.869999,2.1360002,1.36,1.4399999
-26.648056,27.089444,26-01-2011,89.6,81.3,1.02,170.90001,93.9,4.7,3.4,279.19608,0.0,28.599998,15.219999,1.5000001,1.3299999,2.61
-26.880278,26.965,26-01-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999
-27.273889,28.49,26-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46
-27.044444,27.005,26-01-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74
-34.092222,21.295278,26-01-2011,16.9,156.2,2.04,173.1,16.6,0.8,5.4,307.29672,0.0,27.42,14.95,1.516,1.17,2.98
-27.02314,28.59389,27-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-26.73806,27.59194,27-01-2011,92.0,76.1,1.05,168.1,96.30000000000001,4.800000000000001,4.1,276.00266,0.0,28.13,15.17,1.475,1.3,2.6
-28.760833,17.730278,30-01-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53
-26.861111,28.884722,31-01-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36
-26.73806,27.59194,31-01-2011,92.0,76.1,1.05,168.1,96.30000000000001,4.800000000000001,4.1,276.00266,0.0,28.13,15.17,1.475,1.3,2.6
-25.127778,27.628889,01-02-2011,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32
-24.69514,27.40906,01-02-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35
-27.363611,31.783333,01-02-2011,72.3,82.1,-1.42,154.40001,75.0,3.8000000000000003,10.6,263.30008,0.0,30.019999,18.93,2.072,1.16,1.86
-27.802778,28.768333,01-02-2011,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998
-29.160278,26.573333,01-02-2011,80.4,109.700005,1.65,190.1,84.30000000000001,4.2,2.4,297.7006,0.0,28.949999,13.07,1.2370001,1.52,3.1999998
-34.329722,18.990278,01-02-2011,27.2,131.0,-3.9499998,158.2,23.5,1.2000000000000002,17.9,319.59616,0.0,23.05,13.58,1.465,0.72999996,4.7599998
-25.20639,27.558,02-02-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999
-23.281,30.54305556,03-02-2011,95.0,59.4,1.4499999,154.40001,99.5,5.0,6.2000003,254.50232,0.0,30.859999,19.76,2.0640001,1.3299999,1.63
-28.801278,31.955389,03-02-2011,87.6,62.600002,-0.83,150.2,89.60000000000001,4.5,11.0,247.00092,0.0,28.939999,19.64,2.262,0.89,3.6899998
-27.00222,28.76528,03-02-2011,91.200005,70.4,0.7,161.6,95.4,4.800000000000001,5.0,273.7973,0.0,27.63,14.11,1.442,1.22,2.3899999
-27.02314,28.59389,03-02-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-27.3,28.586944,03-02-2011,99.1,64.3,1.16,163.40001,103.80000000000001,5.2,4.2000003,276.0975,0.0,27.63,13.929999,1.4200001,1.24,2.46
-30.679722,26.7125,03-02-2011,64.9,116.0,1.16,180.90001,68.10000000000001,3.4000000000000004,2.1000001,286.69748,0.0,28.599998,12.28,1.284,1.4,3.1999998
-28.460833,21.248889,03-02-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34
-28.460833,21.248889,04-02-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34
-29.140556,31.391944,07-02-2011,103.6,39.9,-2.6499999,143.5,108.7,5.4,4.8,243.30159,0.0,28.07,19.279999,2.21,0.82,3.49
-25.99136,27.84208,07-02-2011,94.200005,66.9,0.96999997,161.1,98.5,4.9,4.9,264.8968,0.0,28.039999,15.62,1.552,1.24,2.46
-24.058889,31.237222,07-02-2011,60.100002,94.5,-1.09,154.6,63.300000000000004,3.2,1.4,258.09888,0.0,31.59,19.869999,2.1360002,1.36,1.4399999
-26.73806,27.59194,07-02-2011,92.0,76.1,1.05,168.1,96.30000000000001,4.800000000000001,4.1,276.00266,0.0,28.13,15.17,1.475,1.3,2.6
-30.86013889,29.07125,07-02-2011,97.700005,42.9,3.77,140.6,101.60000000000001,5.1000000000000005,7.0,238.59839,0.0,26.07,14.799999,1.598,0.94,2.76
-27.356667,27.286389,07-02-2011,90.4,92.0,1.51,182.40001,94.80000000000001,4.7,3.0,290.30197,0.0,29.23,15.32,1.4440001,1.4699999,2.8799999
-28.058889,30.373611,07-02-2011,95.0,63.0,-2.27,158.0,99.60000000000001,5.0,4.2000003,267.197,0.0,28.029999,14.679999,1.593,1.15,2.46
-27.01011111,26.69808333,08-02-2011,86.6,96.9,1.18,183.5,90.9,4.5,2.2,287.20337,0.0,29.289999,15.61,1.4740001,1.4599999,3.04
-27.169444,29.233889,08-02-2011,86.0,71.3,-2.02,157.3,90.0,4.5,4.0,272.69855,0.0,26.93,13.59,1.4410001,1.12,2.3799999
-26.98472222,26.63227778,08-02-2011,87.4,94.0,1.4,181.40001,91.80000000000001,4.6000000000000005,2.5,285.10077,0.0,29.349998,15.679999,1.4790001,1.4699999,2.8999999
-27.398611,26.614722,08-02-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-27.573056,24.746389,08-02-2011,71.5,136.90001,1.7199999,208.40001,75.2,3.8000000000000003,0.4,302.10342,0.0,31.66,15.66,1.401,1.8399999,3.4099998
-33.501667,21.624167,08-02-2011,12.400001,176.7,0.57,189.1,13.0,0.7000000000000001,0.1,320.49728,0.0,27.64,11.98,1.187,1.37,3.33
-32.502778,19.535833,08-02-2011,4.7000003,228.7,-1.88,233.40001,4.800000000000001,0.2,1.3000001,343.79987,0.0,30.92,13.57,1.029,2.0,3.85
-25.45963889,28.26430556,08-02-2011,100.0,64.5,0.94,164.5,104.7,5.2,5.1,259.40314,0.0,29.849998,16.63,1.6890001,1.37,2.37
-26.970278,27.211111,09-02-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54
-27.273889,28.49,09-02-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46
-28.69485,28.23487,09-02-2011,98.6,62.100002,1.8399999,160.7,103.4,5.2,3.1000001,283.29855,0.0,25.769999,12.639999,1.291,1.11,2.49
-28.883333,27.89,09-02-2011,101.0,63.2,2.09,164.2,105.80000000000001,5.300000000000001,3.3,284.00204,0.0,26.349998,12.929999,1.292,1.18,2.53
-27.02314,28.59389,10-02-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-30.679722,26.7125,10-02-2011,64.9,116.0,1.16,180.90001,68.10000000000001,3.4000000000000004,2.1000001,286.69748,0.0,28.599998,12.28,1.284,1.4,3.1999998
-30.534167,24.961944,10-02-2011,42.600002,162.40001,-1.48,205.0,44.900000000000006,2.2,0.0,317.99945,0.0,29.9,13.13,1.169,1.7099999,3.29
-34.031944,22.053333,10-02-2011,20.6,136.90001,2.11,157.5,20.200000000000003,1.0,7.0,301.09955,0.0,25.33,14.79,1.6140001,0.84999996,3.3899999
-34.039722,22.133333,10-02-2011,21.6,134.40001,2.31,156.0,21.1,1.1,7.3,300.00082,0.0,25.16,15.12,1.6530001,0.82,3.6
-32.595833,19.009444,10-02-2011,7.6,210.90001,-2.69,218.5,7.300000000000001,0.4,6.1,337.99792,0.0,30.83,13.759999,1.21,1.8199999,3.46
-28.801278,31.955389,11-02-2011,87.6,62.600002,-0.83,150.2,89.60000000000001,4.5,11.0,247.00092,0.0,28.939999,19.64,2.262,0.89,3.6899998
-29.658056,25.973333,11-02-2011,67.700005,119.200005,1.41,186.90001,71.0,3.6,2.2,304.19812,0.0,28.289999,12.61,1.2210001,1.4399999,3.06
-28.068333,31.55,11-02-2011,73.5,85.6,-2.86,159.1,77.30000000000001,3.9000000000000004,2.3,260.80225,0.0,30.42,19.76,2.029,1.31,2.06
-28.760833,17.730278,13-02-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53
-29.7775,29.470833,14-02-2011,138.3,0.0,3.1999998,138.3,148.1,7.4,8.900001,255.10306,0.0,24.17,11.82,1.4020001,0.81,2.47
-29.987778,29.851667,14-02-2011,122.4,13.6,3.49,136.0,127.0,6.4,10.8,243.60196,0.0,25.42,13.759999,1.595,0.83,2.57
-29.744167,29.905833,14-02-2011,121.1,20.5,2.76,141.6,126.30000000000001,6.300000000000001,8.7,245.99704,0.0,26.31,14.46,1.608,0.94,2.48
-26.861111,28.884722,14-02-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36
-26.45,28.085833,14-02-2011,86.0,76.5,-1.89,162.5,90.0,4.5,4.5,270.39835,0.0,27.789999,14.849999,1.4810001,1.24,2.49
-31.396,29.2651,14-02-2011,119.5,15.0,3.8799999,134.5,98.7,4.9,23.9,226.70207,0.0,25.96,17.63,1.9070001,0.78999996,3.6299999
-25.20639,27.558,15-02-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999
-24.69514,27.40906,15-02-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35
-26.006389,29.253889,15-02-2011,92.3,59.7,0.62,152.0,96.5,4.800000000000001,5.5,260.20148,0.0,27.09,14.0199995,1.503,1.1,2.28
-27.802778,28.768333,15-02-2011,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998
-27.398611,26.614722,15-02-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-27.671111,27.236944,15-02-2011,89.8,93.1,1.62,182.90001,94.2,4.7,2.7,291.89868,0.0,29.48,15.049999,1.417,1.51,2.74
-29.160278,26.573333,15-02-2011,80.4,109.700005,1.65,190.1,84.30000000000001,4.2,2.4,297.7006,0.0,28.949999,13.07,1.2370001,1.52,3.1999998
-30.568333,29.422778,15-02-2011,101.5,36.2,4.22,137.7,105.30000000000001,5.300000000000001,8.5,245.69667,0.0,24.699999,12.12,1.4660001,0.81,3.02
-30.570833,29.150556,15-02-2011,104.1,34.8,3.74,138.90001,108.5,5.4,6.5,248.20241,0.0,24.51,11.94,1.404,0.84,2.82
-33.38056,19.30167,15-02-2011,14.400001,179.90001,-3.1299999,194.3,13.4,0.7000000000000001,8.2,334.79657,0.0,26.59,11.87,1.092,1.35,3.53
