Latitude,Longitude,Sample Date,aet,def,pdsi,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws,temp_range,temp_mean,net_precipitation,runoff_ratio,drought_soil_interaction,drying_power,ppt_anomaly,pet_anomaly,aet_anomaly,def_anomaly,pdsi_anomaly,q_anomaly,soil_anomaly,tmax_anomaly,tmin_anomaly,vpd_anomaly,srad_anomaly
-27.495556,26.074722,2011-01-04,94.5,5.2000003,3.26,99.700005,99.5,5.0,0.4,164.0033,0.0,24.73,9.17,1.189,0.96,2.35,15.559999,16.95,-0.20000457763671875,0.050250751248731164,1.304,157.44316,29.148409405255876,-55.987953,31.134163,-87.12213,4.698783,0.8391424619640384,-7.6780076,-3.4161816,-4.405822,-0.3465007,-94.511566
-26.648056,27.089444,2011-01-05,70.5,13.0,4.21,83.5,63.300000000000004,3.2,12.2,167.10187,0.0,21.92,5.92,0.90200007,0.88,2.06,16.0,13.92,-20.199999999999996,0.05055212397908406,51.362,147.04964,-7.05159059474412,-72.18796,7.134163,-79.32213,5.6487827,-0.9608575380359614,4.121992,-6.226181,-7.655822,-0.42650068,-91.412994
-26.970278,27.211111,2011-01-05,72.5,9.6,4.8199997,82.1,66.7,3.3000000000000003,14.900001,165.10202,0.0,21.859999,6.14,0.89100003,0.9,1.9799999,15.719999,13.999999,-15.399998474121091,0.04947452062187973,71.818,148.59181,-3.651590594744121,-73.58796,9.134163,-82.72213,6.2587824,-0.8608575380359613,6.821993,-6.2861824,-7.435822,-0.4065007,-93.41284
-27.38972222,26.46388889,2011-01-05,83.200005,0.0,4.7999997,83.200005,97.4,4.9,9.7,162.00345,0.0,22.81,6.98,0.901,0.98999995,1.91,15.83,14.8949995,14.199995422363287,0.0503074917095307,46.559998,160.3834,27.04840940525588,-72.48795,19.834167,-92.32213,6.2387824,0.7391424619640388,1.6219921,-5.3361816,-6.595822,-0.31650072,-96.51141
-27.044444,27.005,2011-01-05,75.6,6.8,4.81,82.4,74.60000000000001,3.7,13.0,163.79778,0.0,21.949999,6.25,0.90300006,0.9,2.02,15.699999,14.099999,-7.800001525878898,0.049597190386187845,62.53,147.418,4.2484094052558845,-73.28796,12.234161,-85.522125,6.2487826,-0.4608575380359614,4.9219923,-6.1961823,-7.325822,-0.4065007,-94.71709
-30.830556,26.921389,2011-01-06,53.100002,3.9,4.41,57.0,54.1,2.7,8.0,122.19621,0.0,14.589999,-0.94,0.609,0.51,2.76,15.529999,6.825,-2.8999999999999986,0.0499066560692039,35.28,62.32007,-16.251590594744123,-98.68796,-10.265835,-88.42213,5.8487825,-1.4608575380359614,-0.0780077,-13.556182,-14.515821,-0.7965007,-136.31865
-27.00222,28.76528,2011-01-06,37.100002,32.9,4.72,70.0,26.400000000000002,1.3,15.6,155.10278,0.0,17.38,-2.55,0.609,0.64,2.6799998,19.929998,7.4149995,-43.599999999999994,0.0492405590697322,73.631996,99.26578,-43.95159059474412,-85.68796,-26.265835,-59.422127,6.1587825,-2.8608575380359618,7.5219927,-10.766182,-16.125822,-0.6665007,-103.41208
-27.02314,28.59389,2011-01-06,32.600002,39.8,4.62,72.4,27.0,1.3,13.5,155.3004,0.0,17.869999,-2.26,0.60200006,0.68,2.6699998,20.13,7.8049994,-45.400001525878906,0.04814636494944632,62.37,105.60427,-43.351590594744124,-83.28796,-30.765835,-52.52213,6.0587826,-2.8608575380359618,5.4219923,-10.276182,-15.835822,-0.62650067,-103.21446
-30.679722,26.7125,2011-01-06,44.4,15.400001,4.45,59.8,44.900000000000006,2.2,5.1,123.50046,0.0,15.74,-0.61,0.624,0.57,2.73,16.35,7.565,-14.899999237060541,0.048996681588383335,22.694998,70.39526,-25.45159059474412,-95.887955,-18.965836,-76.92213,5.8887825,-1.9608575380359614,-2.9780078,-12.406181,-14.185822,-0.7365007,-135.0144
-30.160091,27.40124,2011-01-06,54.0,3.4,5.8399997,57.4,53.800000000000004,2.7,15.900001,127.097015,0.0,14.62,-0.44,0.58400005,0.55,2.4299998,15.059999,7.09,-3.600001525878902,0.050184940800356875,92.855995,69.90336,-16.55159059474412,-98.28796,-9.365837,-88.92213,7.2787824,-1.4608575380359614,7.821993,-13.526181,-14.015821,-0.75650066,-131.41785
-32.595833,19.009444,2011-01-06,52.7,0.0,-2.05,52.7,73.2,3.7,19.1,113.99921,0.0,19.279999,6.42,0.94600004,0.65999997,1.93,12.859999,12.849999,20.49999923706055,0.05054575757161787,-39.155,75.23947,2.848409405255879,-102.98796,-10.665836,-92.32213,-0.61121714,-0.4608575380359614,11.021993,-8.866182,-7.155822,-0.6465007,-144.51566
-25.99136,27.84208,2011-01-10,46.7,126.5,2.24,173.2,48.0,2.4000000000000004,6.3,286.09674,0.0,28.539999,11.05,1.1600001,1.4599999,3.0,17.489998,19.795,-125.19999694824219,0.04999895835503428,14.112,417.70123,-22.351590594744124,17.51204,-16.665836,34.17787,3.678783,-1.7608575380359612,-1.7780075,0.3938179,-2.5258217,0.15349925,27.581879
-26.73806,27.59194,2011-01-10,38.5,140.90001,2.1299999,179.40001,39.5,2.0,5.3,291.70105,0.0,28.34,10.179999,1.079,1.48,3.3799999,18.16,19.26,-139.90000915527344,0.050631629578998,11.289,431.71756,-30.851590594744124,23.712051,-24.865837,48.57788,3.5687828,-2.1608575380359616,-2.7780075,0.19381905,-3.3958225,0.17349935,33.186188
-26.45,28.085833,2011-01-10,43.9,129.0,1.41,172.90001,45.300000000000004,2.3000000000000003,5.6,286.903,0.0,27.91,10.01,1.1170001,1.39,3.23,17.9,18.96,-127.60000915527343,0.05077150614776716,7.896,398.7952,-25.05159059474412,17.212051,-19.465836,36.67787,2.8487828,-1.8608575380359613,-2.4780078,-0.23618126,-3.5658216,0.08349931,28.388153
-30.86013889,29.07125,2011-01-10,30.1,107.9,3.75,138.0,28.8,1.4000000000000001,9.900001,240.80376,0.0,25.609999,10.95,1.2720001,1.03,2.8999999,14.659999,18.279999,-109.2,0.04860942328391375,37.125004,248.02786,-41.55159059474413,-17.687958,-33.26584,15.577873,5.1887827,-2.7608575380359612,1.8219929,-2.5361824,-2.625822,-0.2765007,-17.711105
-27.356667,27.286389,2011-01-10,30.5,155.3,2.28,185.8,31.6,1.6,3.7,295.1,0.0,29.06,10.19,1.065,1.5799999,3.52,18.869999,19.625,-154.20000305175782,0.05063130913578684,8.436,466.258,-38.75159059474412,30.112045,-32.865837,62.977875,3.718783,-2.5608575380359615,-4.378008,0.91381836,-3.3858223,0.27349925,36.585144
-27.01011111,26.69808333,2011-01-11,42.3,149.40001,0.90999997,191.7,44.300000000000004,2.2,2.3,318.4026,0.0,30.09,12.559999,1.2870001,1.5799999,3.1899998,17.53,21.325,-147.39999694824218,0.04966027854901695,2.093,503.07605,-26.05159059474412,36.01204,-21.065838,57.07788,2.3487828,-1.9608575380359614,-5.7780075,1.943819,-1.0158224,0.27349925,59.887726
-25.73411,27.21422,2011-01-11,54.2,128.3,0.74,182.5,56.2,2.8000000000000003,5.6,307.89746,0.0,29.99,12.88,1.4410001,1.43,3.07,17.11,21.435,-126.3,0.04982117755911817,4.144,440.29337,-14.151590594744121,26.812042,-9.165836,35.977875,2.178783,-1.3608575380359613,-2.4780078,1.8438187,-0.69582176,0.123499274,49.3826
-26.98472222,26.63227778,2011-01-11,42.4,149.6,1.16,192.0,44.300000000000004,2.2,2.7,316.4976,0.0,30.16,12.74,1.291,1.5999999,3.21,17.42,21.45,-147.7,0.04966027854901695,3.132,506.39612,-26.05159059474412,36.312042,-20.965836,57.277878,2.5987828,-1.9608575380359614,-5.378008,2.0138187,-0.8358221,0.29349923,57.982727
-27.398611,26.614722,2011-01-11,43.2,154.2,1.0699999,197.40001,45.2,2.3000000000000003,2.7,321.69876,0.0,30.63,12.32,1.245,1.68,3.29,18.31,21.474998,-152.20000915527345,0.05088383000376098,2.889,540.4539,-25.15159059474412,41.71205,-20.165836,61.87787,2.5087829,-1.8608575380359613,-5.378008,2.483818,-1.2558222,0.37349927,63.1839
-27.671111,27.236944,2011-01-11,40.5,151.6,1.29,192.1,42.2,2.1,2.9,321.00317,0.0,30.029999,11.679999,1.253,1.5699999,3.21,18.349998,20.855,-149.90000610351564,0.04976185398450274,3.741,503.97498,-28.15159059474412,36.41205,-22.865837,59.277878,2.7287827,-2.0608575380359615,-5.1780076,1.8838177,-1.8958225,0.26349926,62.48831
-29.160278,26.573333,2011-01-11,28.4,170.7,1.2099999,199.1,29.5,1.5,2.7,323.89624,0.0,29.3,9.62,1.0350001,1.61,3.6899998,19.68,19.46,-169.60000610351562,0.050845734042913794,3.2669997,521.47296,-40.851590594744124,43.41205,-34.965836,78.37787,2.6487827,-2.6608575380359616,-5.378008,1.1538181,-3.955822,0.30349934,65.38138
-34.250556,20.9925,2011-01-11,52.8,87.4,2.73,140.2,51.900000000000006,2.6,12.3,276.6034,0.0,24.189999,12.67,1.4920001,0.76,4.0099998,11.519999,18.43,-88.29999694824218,0.050095373884896245,33.579002,210.21858,-18.45159059474412,-15.487961,-10.565838,-4.922127,4.1687827,-1.5608575380359615,4.2219925,-3.9561825,-0.9058218,-0.5465007,18.088531
-25.45963889,28.26430556,2011-01-11,52.2,130.6,0.77,182.8,54.2,2.7,5.7000003,301.2023,0.0,31.4,14.759999,1.6400001,1.51,2.9199998,16.64,23.08,-128.60000305175782,0.04981457906680689,4.389,454.81546,-16.15159059474412,27.112045,-11.165836,38.277878,2.2087827,-1.4608575380359614,-2.3780074,3.2538185,1.1841774,0.20349932,42.68744
-25.81048333,27.90955222,2011-01-12,96.1,68.0,1.3299999,164.1,100.5,5.0,5.1,262.8021,0.0,28.97,16.56,1.626,1.3299999,2.45,12.41,22.765,-63.600006103515625,0.04975074874876867,6.7829995,349.52676,30.148409405255876,8.412048,32.73416,-24.322128,2.7687826,0.8391424619640384,-2.9780078,0.8238182,2.9841776,0.02349925,4.2872314
-27.273889,28.49,2011-01-12,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46,13.589999,20.804998,-59.60000305175781,0.04966523719926266,5.148,344.7231,34.34840940525588,8.612045,36.73416,-28.122124,2.6087828,1.0391424619640386,-3.6780076,-0.54618263,0.4341774,-0.066500664,19.48764
-27.4275,28.525833,2011-01-12,102.8,60.8,1.37,163.6,107.7,5.4,3.8,277.797,0.0,27.46,13.75,1.4080001,1.22,2.48,13.709999,20.605,-55.90000610351562,0.0501388102246033,5.206,338.91235,37.34840940525588,7.9120483,39.434166,-31.52213,2.8087828,1.2391424619640388,-4.2780075,-0.686182,0.17417812,-0.086500645,19.282135
-28.883333,27.89,2011-01-12,101.0,63.2,2.09,164.2,105.80000000000001,5.300000000000001,3.3,284.00204,0.0,26.349998,12.929999,1.292,1.18,2.53,13.419999,19.64,-58.399996948242176,0.050094044479730815,6.897,335.1224,35.44840940525589,8.512039,37.634163,-29.122128,3.5287828,1.1391424619640391,-4.7780075,-1.7961826,-0.6458225,-0.12650073,25.487183
-27.00222,28.76528,2011-01-13,91.200005,70.4,0.7,161.6,95.4,4.800000000000001,5.0,273.7973,0.0,27.63,14.11,1.442,1.22,2.3899999,13.5199995,20.869999,-66.20000610351562,0.050313938009035546,3.5,334.0327,25.04840940525588,5.9120483,27.834167,-21.922127,2.1387827,0.6391424619640391,-3.0780077,-0.51618195,0.5341778,-0.086500645,15.28244
-27.02314,28.59389,2011-01-13,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998,13.599999,21.0,-65.50000610351562,0.05020440364340529,2.784,342.99756,27.248409405255885,7.4120483,29.934166,-22.522125,2.0187829,0.7391424619640388,-3.2780075,-0.34618187,0.62417793,-0.056500673,15.883179
-30.534167,24.961944,2011-01-13,42.600002,162.40001,-1.48,205.0,44.900000000000006,2.2,0.0,317.99945,0.0,29.9,13.13,1.169,1.7099999,3.29,16.77,21.515,-160.1,0.048996681588383335,-0.0,543.77905,-25.45159059474412,49.312042,-20.765835,70.07788,-0.041217208,-1.9608575380359614,-8.078008,1.7538185,-0.44582176,0.40349925,59.48459
-28.460833,21.248889,2011-01-13,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34,16.73,25.255,-192.39999694824218,0.04971224259574387,0.0,893.4041,-18.05159059474412,89.01204,-13.765835,102.77788,5.9387827,-1.5608575380359615,-8.078008,5.473818,3.3141775,1.3234992,81.182526
-29.658056,25.973333,2011-01-14,67.700005,119.200005,1.41,186.90001,71.0,3.6,2.2,304.19812,0.0,28.289999,12.61,1.2210001,1.4399999,3.06,15.679999,20.449999,-115.90000915527344,0.05070351121815186,3.102,438.0453,0.648409405255876,31.212051,4.3341675,26.877876,2.8487828,-0.5608575380359615,-5.878008,0.1438179,-0.9658222,0.13349926,45.683258
-28.760833,17.730278,2011-01-16,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53,15.34,27.31,-256.2,0.0768639508070715,0.0,985.66876,-69.05159059474413,101.81204,-62.165836,163.97789,2.8587828,-4.060857538035962,-8.078008,6.8338184,6.0641775,1.7234993,66.78836
-25.513889,31.224444,2011-01-17,102.200005,47.2,1.05,149.40001,105.80000000000001,5.300000000000001,13.2,258.39926,0.0,28.0,17.51,1.8850001,1.02,2.02,10.49,22.755001,-43.600009155273426,0.050094044479730815,13.859999,263.56723,35.44840940525589,-6.2879486,38.834167,-45.122128,2.488783,1.1391424619640391,5.121992,-0.1461811,3.9341784,-0.2865007,-0.115600586
-26.861111,28.884722,2011-01-17,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36,13.420001,20.72,-72.0,0.05056122964910506,-9.828,327.48367,18.648409405255876,5.312042,21.834167,-16.522125,-0.45121717,0.3391424619640384,-2.8780074,-0.7161808,0.4341774,-0.116500735,16.681519
-31.554722,29.245556,2011-01-17,115.3,8.400001,3.6299999,123.700005,106.2,5.300000000000001,36.100002,223.00275,0.0,24.68,16.57,1.8870001,0.62,3.81,8.110001,20.625,-17.500004577636716,0.049905368122710715,131.043,138.2617,35.84840940525588,-31.987953,51.934166,-83.92213,5.068783,1.1391424619640391,28.021996,-3.4661808,2.9941778,-0.68650067,-35.512115
-28.058889,30.373611,2011-01-17,95.0,63.0,-2.27,158.0,99.60000000000001,5.0,4.2000003,267.197,0.0,28.029999,14.679999,1.593,1.15,2.46,13.349999,21.355,-58.39999999999999,0.05020029919378319,-9.534,307.27652,29.248409405255885,2.3120422,31.634163,-29.322128,-0.83121717,0.8391424619640384,-3.8780074,-0.11618233,1.1041775,-0.1565007,8.682129
-25.127778,27.628889,2011-01-18,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32,13.200001,24.57,-57.10000305175781,0.049910428605805655,7.9909997,394.13657,41.84840940525588,13.612045,43.73416,-30.122128,2.7487826,1.439142461964039,-1.9780078,3.023819,4.3941774,0.21349931,0.78552246
-25.20639,27.558,2011-01-18,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999,13.199999,24.509998,-57.099999999999994,0.049600977847849004,9.295,395.50623,42.54840940525588,14.312042,44.634163,-30.322128,2.8687828,1.439142461964039,-1.5780077,2.9638176,4.334178,0.21349931,1.686615
-24.69514,27.40906,2011-01-18,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35,12.82,25.199999,-51.90000915527344,0.049586367054817726,12.18,418.2754,50.648409405255876,17.212051,52.23416,-35.02213,3.178783,1.8391424619640384,-1.0780077,3.4638176,5.214177,0.30349934,1.2835083
-25.681111,31.783333,2011-01-18,63.100002,86.1,-1.52,149.2,65.4,3.3000000000000003,10.7,257.1029,0.0,29.599998,18.289999,2.1200001,1.02,1.92,11.309999,23.945,-83.79999694824218,0.05045794406813351,-16.264,262.24496,-4.951590594744118,-6.487961,-0.2658348,-6.22213,-0.08121717,-0.8608575380359613,2.621992,1.4538174,4.714177,-0.2865007,-1.4119568
-27.802778,28.768333,2011-01-18,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998,13.8,20.01,-51.300006103515614,0.050092299700373835,4.785,316.2486,37.44840940525589,3.4120483,39.434166,-36.02213,2.8887827,1.2391424619640388,-4.7780075,-1.2361813,-0.46582222,-0.1565007,16.483917
-27.398611,26.614722,2011-01-18,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998,14.329999,22.775,-107.00000915527343,0.0494693819860779,3.35,461.27176,14.548409405255882,36.21205,17.534164,18.677872,2.7787828,0.03914246196403859,-5.5780077,1.7938175,2.0341778,0.26349926,35.28882
-31.104278,29.399722,2011-01-18,115.700005,18.4,4.25,134.1,101.80000000000001,5.1000000000000005,21.6,228.89954,0.0,25.75,16.289999,1.7860001,0.81,3.26,9.460001,21.02,-32.300006103515614,0.05009773970786141,91.8,185.40863,31.448409405255887,-21.587952,52.334167,-73.92213,5.6887827,0.9391424619640389,13.521993,-2.396181,2.7141771,-0.49650067,-29.615326
-31.396,29.2651,2011-01-18,119.5,15.0,3.8799999,134.5,98.7,4.9,23.9,226.70207,0.0,25.96,17.63,1.9070001,0.78999996,3.6299999,8.33,21.794998,-35.8,0.04964488708321091,92.731995,179.09464,28.34840940525588,-21.187958,56.134163,-77.32213,5.318783,0.7391424619640388,15.821992,-2.186182,4.0541773,-0.5165007,-31.81279
-33.38056,19.30167,2011-01-18,14.400001,179.90001,-3.1299999,194.3,13.4,0.7000000000000001,8.2,334.79657,0.0,26.59,11.87,1.092,1.35,3.53,14.72,19.23,-180.9000030517578,0.05223490784269831,-25.665998,451.97537,-56.951590594744125,38.612045,-48.965836,87.57788,-1.6912171,-3.4608575380359614,0.12199211,-1.556181,-1.705822,0.04349935,76.28171
-33.31388889,19.07472222,2011-01-18,15.1,190.8,-3.54,205.90001,13.8,0.7000000000000001,10.2,331.09726,0.0,29.13,14.309999,1.271,1.5799999,3.55,14.82,21.72,-192.10000915527343,0.050720962249112385,-36.107998,523.13367,-56.55159059474413,50.21205,-48.26584,98.477875,-2.1012173,-3.4608575380359614,2.121992,0.98381805,0.7341776,0.27349925,72.5824
-27.495556,26.074722,2011-01-18,76.3,117.9,1.9499999,194.2,79.9,4.0,2.8,295.50314,0.0,29.939999,14.9,1.4030001,1.5699999,3.34,15.039999,22.419998,-114.29999694824218,0.050061951665185664,5.4599996,463.9399,9.548409405255882,38.51204,12.934166,25.577873,3.3887827,-0.1608575380359616,-5.2780075,1.7938175,1.3241777,0.26349926,36.98828
-24.39619444,27.08983333,2011-01-19,92.6,76.6,1.86,169.2,96.5,4.800000000000001,8.400001,253.10321,0.0,31.679998,18.75,1.8280001,1.5999999,2.25,12.929998,25.215,-72.69999694824219,0.04974041719774925,15.6240015,404.96512,26.148409405255876,13.512039,29.234161,-15.72213,3.2987828,0.6391424619640391,0.32199287,3.5338173,5.174178,0.29349923,-5.4116516
-26.970278,27.211111,2011-01-19,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54,13.439999,22.14,-77.70000915527343,0.04989553123148408,4.62,396.89462,25.84840940525588,18.212051,28.434166,-10.22213,2.7587829,0.6391424619640391,-4.5780077,0.7138176,1.8441782,0.0934993,24.981293
-26.880278,26.965,2011-01-19,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999,13.54,22.38,-81.6,0.05005271509355597,4.158,400.4431,23.54840940525588,19.812042,26.234161,-6.422127,2.698783,0.5391424619640386,-4.7780075,1.0038185,2.0341778,0.113499284,23.487335
-27.273889,28.49,2011-01-19,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46,13.589999,20.804998,-59.60000305175781,0.04966523719926266,5.148,344.7231,34.34840940525588,8.612045,36.73416,-28.122124,2.6087828,1.0391424619640386,-3.6780076,-0.54618263,0.4341774,-0.066500664,19.48764
-27.3,28.586944,2011-01-19,99.1,64.3,1.16,163.40001,103.80000000000001,5.2,4.2000003,276.0975,0.0,27.63,13.929999,1.4200001,1.24,2.46,13.7,20.779999,-59.600009155273426,0.050095856494638775,4.872,342.3609,33.44840940525589,7.7120514,35.73416,-28.022125,2.5987828,1.0391424619640386,-3.8780074,-0.51618195,0.35417747,-0.066500664,17.582642
-27.044444,27.005,2011-01-19,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74,13.68,22.41,-85.19999694824219,0.05026684206586026,4.719,413.10956,23.148409405255876,23.01204,25.834167,-2.8221283,2.8687828,0.5391424619640386,-4.7780075,1.1038189,1.9941778,0.14349926,26.388306
-30.568333,29.422778,2011-01-19,101.5,36.2,4.22,137.7,105.30000000000001,5.300000000000001,8.5,245.69667,0.0,24.699999,12.12,1.4660001,0.81,3.02,12.579999,18.41,-32.399996948242176,0.05033190567990807,35.87,199.0143,34.94840940525589,-17.98796,38.134163,-56.122128,5.6587825,1.1391424619640391,0.4219923,-3.4461823,-1.455822,-0.49650067,-12.818192
