Latitude,Longitude,Sample Date,aet,def,pdsi,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws,temp_range,temp_mean,net_precipitation,runoff_ratio,drought_soil_interaction,drying_power
-26.970278,27.211111,05-01-2011,72.5,9.6,4.8199997,82.1,66.7,3.3000000000000003,14.900001,165.10202,0.0,21.859999,6.14,0.89100003,0.9,1.9799999,15.719999,13.999999,-15.399998474121091,0.04947452062187973,71.818,148.59181
-27.38972222,26.46388889,05-01-2011,83.200005,0.0,4.7999997,83.200005,97.4,4.9,9.7,162.00345,0.0,22.81,6.98,0.901,0.98999995,1.91,15.83,14.8949995,14.199995422363287,0.0503074917095307,46.559998,160.3834
-27.044444,27.005,05-01-2011,75.6,6.8,4.81,82.4,74.60000000000001,3.7,13.0,163.79778,0.0,21.949999,6.25,0.90300006,0.9,2.02,15.699999,14.099999,-7.800001525878898,0.049597190386187845,62.53,147.418
-30.830556,26.921389,06-01-2011,53.100002,3.9,4.41,57.0,54.1,2.7,8.0,122.19621,0.0,14.589999,-0.94,0.609,0.51,2.76,15.529999,6.825,-2.8999999999999986,0.0499066560692039,35.28,62.32007
-27.00222,28.76528,06-01-2011,37.100002,32.9,4.72,70.0,26.400000000000002,1.3,15.6,155.10278,0.0,17.38,-2.55,0.609,0.64,2.6799998,19.929998,7.4149995,-43.599999999999994,0.0492405590697322,73.631996,99.26578
-27.02314,28.59389,06-01-2011,32.600002,39.8,4.62,72.4,27.0,1.3,13.5,155.3004,0.0,17.869999,-2.26,0.60200006,0.68,2.6699998,20.13,7.8049994,-45.400001525878906,0.04814636494944632,62.37,105.60427
-30.679722,26.7125,06-01-2011,44.4,15.400001,4.45,59.8,44.900000000000006,2.2,5.1,123.50046,0.0,15.74,-0.61,0.624,0.57,2.73,16.35,7.565,-14.899999237060541,0.048996681588383335,22.694998,70.39526
-30.160091,27.40124,06-01-2011,54.0,3.4,5.8399997,57.4,53.800000000000004,2.7,15.900001,127.097015,0.0,14.62,-0.44,0.58400005,0.55,2.4299998,15.059999,7.09,-3.600001525878902,0.050184940800356875,92.855995,69.90336
-32.595833,19.009444,06-01-2011,52.7,0.0,-2.05,52.7,73.2,3.7,19.1,113.99921,0.0,19.279999,6.42,0.94600004,0.65999997,1.93,12.859999,12.849999,20.49999923706055,0.05054575757161787,-39.155,75.23947
-25.99136,27.84208,10-01-2011,46.7,126.5,2.24,173.2,48.0,2.4000000000000004,6.3,286.09674,0.0,28.539999,11.05,1.1600001,1.4599999,3.0,17.489998,19.795,-125.19999694824219,0.04999895835503428,14.112,417.70123
-26.73806,27.59194,10-01-2011,38.5,140.90001,2.1299999,179.40001,39.5,2.0,5.3,291.70105,0.0,28.34,10.179999,1.079,1.48,3.3799999,18.16,19.26,-139.90000915527344,0.050631629578998,11.289,431.71756
-26.45,28.085833,10-01-2011,43.9,129.0,1.41,172.90001,45.300000000000004,2.3000000000000003,5.6,286.903,0.0,27.91,10.01,1.1170001,1.39,3.23,17.9,18.96,-127.60000915527343,0.05077150614776716,7.896,398.7952
-30.86013889,29.07125,10-01-2011,30.1,107.9,3.75,138.0,28.8,1.4000000000000001,9.900001,240.80376,0.0,25.609999,10.95,1.2720001,1.03,2.8999999,14.659999,18.279999,-109.2,0.04860942328391375,37.125004,248.02786
-27.356667,27.286389,10-01-2011,30.5,155.3,2.28,185.8,31.6,1.6,3.7,295.1,0.0,29.06,10.19,1.065,1.5799999,3.52,18.869999,19.625,-154.20000305175782,0.05063130913578684,8.436,466.258
-27.01011111,26.69808333,11-01-2011,42.3,149.40001,0.90999997,191.7,44.300000000000004,2.2,2.3,318.4026,0.0,30.09,12.559999,1.2870001,1.5799999,3.1899998,17.53,21.325,-147.39999694824218,0.04966027854901695,2.093,503.07605
-25.73411,27.21422,11-01-2011,54.2,128.3,0.74,182.5,56.2,2.8000000000000003,5.6,307.89746,0.0,29.99,12.88,1.4410001,1.43,3.07,17.11,21.435,-126.3,0.04982117755911817,4.144,440.29337
-26.98472222,26.63227778,11-01-2011,42.4,149.6,1.16,192.0,44.300000000000004,2.2,2.7,316.4976,0.0,30.16,12.74,1.291,1.5999999,3.21,17.42,21.45,-147.7,0.04966027854901695,3.132,506.39612
-27.398611,26.614722,11-01-2011,43.2,154.2,1.0699999,197.40001,45.2,2.3000000000000003,2.7,321.69876,0.0,30.63,12.32,1.245,1.68,3.29,18.31,21.474998,-152.20000915527345,0.05088383000376098,2.889,540.4539
-27.671111,27.236944,11-01-2011,40.5,151.6,1.29,192.1,42.2,2.1,2.9,321.00317,0.0,30.029999,11.679999,1.253,1.5699999,3.21,18.349998,20.855,-149.90000610351564,0.04976185398450274,3.741,503.97498
-29.160278,26.573333,11-01-2011,28.4,170.7,1.2099999,199.1,29.5,1.5,2.7,323.89624,0.0,29.3,9.62,1.0350001,1.61,3.6899998,19.68,19.46,-169.60000610351562,0.050845734042913794,3.2669997,521.47296
-34.250556,20.9925,11-01-2011,52.8,87.4,2.73,140.2,51.900000000000006,2.6,12.3,276.6034,0.0,24.189999,12.67,1.4920001,0.76,4.0099998,11.519999,18.43,-88.29999694824218,0.050095373884896245,33.579002,210.21858
-25.45963889,28.26430556,11-01-2011,52.2,130.6,0.77,182.8,54.2,2.7,5.7000003,301.2023,0.0,31.4,14.759999,1.6400001,1.51,2.9199998,16.64,23.08,-128.60000305175782,0.04981457906680689,4.389,454.81546
-25.81048333,27.90955222,12-01-2011,96.1,68.0,1.3299999,164.1,100.5,5.0,5.1,262.8021,0.0,28.97,16.56,1.626,1.3299999,2.45,12.41,22.765,-63.600006103515625,0.04975074874876867,6.7829995,349.52676
-27.273889,28.49,12-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46,13.589999,20.804998,-59.60000305175781,0.04966523719926266,5.148,344.7231
-27.4275,28.525833,12-01-2011,102.8,60.8,1.37,163.6,107.7,5.4,3.8,277.797,0.0,27.46,13.75,1.4080001,1.22,2.48,13.709999,20.605,-55.90000610351562,0.0501388102246033,5.206,338.91235
-28.883333,27.89,12-01-2011,101.0,63.2,2.09,164.2,105.80000000000001,5.300000000000001,3.3,284.00204,0.0,26.349998,12.929999,1.292,1.18,2.53,13.419999,19.64,-58.399996948242176,0.050094044479730815,6.897,335.1224
-27.00222,28.76528,13-01-2011,91.200005,70.4,0.7,161.6,95.4,4.800000000000001,5.0,273.7973,0.0,27.63,14.11,1.442,1.22,2.3899999,13.5199995,20.869999,-66.20000610351562,0.050313938009035546,3.5,334.0327
-27.02314,28.59389,13-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998,13.599999,21.0,-65.50000610351562,0.05020440364340529,2.784,342.99756
-30.534167,24.961944,13-01-2011,42.600002,162.40001,-1.48,205.0,44.900000000000006,2.2,0.0,317.99945,0.0,29.9,13.13,1.169,1.7099999,3.29,16.77,21.515,-160.1,0.048996681588383335,-0.0,543.77905
-28.460833,21.248889,13-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34,16.73,25.255,-192.39999694824218,0.04971224259574387,0.0,893.4041
-29.658056,25.973333,14-01-2011,67.700005,119.200005,1.41,186.90001,71.0,3.6,2.2,304.19812,0.0,28.289999,12.61,1.2210001,1.4399999,3.06,15.679999,20.449999,-115.90000915527344,0.05070351121815186,3.102,438.0453
-28.760833,17.730278,16-01-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53,15.34,27.31,-256.2,0.0768639508070715,0.0,985.66876
-25.513889,31.224444,17-01-2011,102.200005,47.2,1.05,149.40001,105.80000000000001,5.300000000000001,13.2,258.39926,0.0,28.0,17.51,1.8850001,1.02,2.02,10.49,22.755001,-43.600009155273426,0.050094044479730815,13.859999,263.56723
-26.861111,28.884722,17-01-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36,13.420001,20.72,-72.0,0.05056122964910506,-9.828,327.48367
-31.554722,29.245556,17-01-2011,115.3,8.400001,3.6299999,123.700005,106.2,5.300000000000001,36.100002,223.00275,0.0,24.68,16.57,1.8870001,0.62,3.81,8.110001,20.625,-17.500004577636716,0.049905368122710715,131.043,138.2617
-28.058889,30.373611,17-01-2011,95.0,63.0,-2.27,158.0,99.60000000000001,5.0,4.2000003,267.197,0.0,28.029999,14.679999,1.593,1.15,2.46,13.349999,21.355,-58.39999999999999,0.05020029919378319,-9.534,307.27652
-25.127778,27.628889,18-01-2011,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32,13.200001,24.57,-57.10000305175781,0.049910428605805655,7.9909997,394.13657
-25.20639,27.558,18-01-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999,13.199999,24.509998,-57.099999999999994,0.049600977847849004,9.295,395.50623
-24.69514,27.40906,18-01-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35,12.82,25.199999,-51.90000915527344,0.049586367054817726,12.18,418.2754
-25.681111,31.783333,18-01-2011,63.100002,86.1,-1.52,149.2,65.4,3.3000000000000003,10.7,257.1029,0.0,29.599998,18.289999,2.1200001,1.02,1.92,11.309999,23.945,-83.79999694824218,0.05045794406813351,-16.264,262.24496
-27.802778,28.768333,18-01-2011,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998,13.8,20.01,-51.300006103515614,0.050092299700373835,4.785,316.2486
-27.398611,26.614722,18-01-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998,14.329999,22.775,-107.00000915527343,0.0494693819860779,3.35,461.27176
-31.104278,29.399722,18-01-2011,115.700005,18.4,4.25,134.1,101.80000000000001,5.1000000000000005,21.6,228.89954,0.0,25.75,16.289999,1.7860001,0.81,3.26,9.460001,21.02,-32.300006103515614,0.05009773970786141,91.8,185.40863
-31.396,29.2651,18-01-2011,119.5,15.0,3.8799999,134.5,98.7,4.9,23.9,226.70207,0.0,25.96,17.63,1.9070001,0.78999996,3.6299999,8.33,21.794998,-35.8,0.04964488708321091,92.731995,179.09464
-33.38056,19.30167,18-01-2011,14.400001,179.90001,-3.1299999,194.3,13.4,0.7000000000000001,8.2,334.79657,0.0,26.59,11.87,1.092,1.35,3.53,14.72,19.23,-180.9000030517578,0.05223490784269831,-25.665998,451.97537
-33.31388889,19.07472222,18-01-2011,15.1,190.8,-3.54,205.90001,13.8,0.7000000000000001,10.2,331.09726,0.0,29.13,14.309999,1.271,1.5799999,3.55,14.82,21.72,-192.10000915527343,0.050720962249112385,-36.107998,523.13367
-27.495556,26.074722,18-01-2011,76.3,117.9,1.9499999,194.2,79.9,4.0,2.8,295.50314,0.0,29.939999,14.9,1.4030001,1.5699999,3.34,15.039999,22.419998,-114.29999694824218,0.050061951665185664,5.4599996,463.9399
-24.39619444,27.08983333,19-01-2011,92.6,76.6,1.86,169.2,96.5,4.800000000000001,8.400001,253.10321,0.0,31.679998,18.75,1.8280001,1.5999999,2.25,12.929998,25.215,-72.69999694824219,0.04974041719774925,15.6240015,404.96512
-26.970278,27.211111,19-01-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54,13.439999,22.14,-77.70000915527343,0.04989553123148408,4.62,396.89462
-26.880278,26.965,19-01-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999,13.54,22.38,-81.6,0.05005271509355597,4.158,400.4431
-27.273889,28.49,19-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46,13.589999,20.804998,-59.60000305175781,0.04966523719926266,5.148,344.7231
-27.3,28.586944,19-01-2011,99.1,64.3,1.16,163.40001,103.80000000000001,5.2,4.2000003,276.0975,0.0,27.63,13.929999,1.4200001,1.24,2.46,13.7,20.779999,-59.600009155273426,0.050095856494638775,4.872,342.3609
-27.044444,27.005,19-01-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74,13.68,22.41,-85.19999694824219,0.05026684206586026,4.719,413.10956
-30.568333,29.422778,19-01-2011,101.5,36.2,4.22,137.7,105.30000000000001,5.300000000000001,8.5,245.69667,0.0,24.699999,12.12,1.4660001,0.81,3.02,12.579999,18.41,-32.399996948242176,0.05033190567990807,35.87,199.0143
-30.570833,29.150556,19-01-2011,104.1,34.8,3.74,138.90001,108.5,5.4,6.5,248.20241,0.0,24.51,11.94,1.404,0.84,2.82,12.570001,18.225,-30.400009155273438,0.04976912655182902,24.31,208.49002
-34.031944,22.053333,19-01-2011,20.6,136.90001,2.11,157.5,20.200000000000003,1.0,7.0,301.09955,0.0,25.33,14.79,1.6140001,0.84999996,3.3899999,10.54,20.06,-137.3,0.04950249987624374,14.7699995,255.9346
-33.13083,18.86278,19-01-2011,12.7,194.40001,-3.74,207.1,12.200000000000001,0.6000000000000001,7.5,328.49667,0.0,29.59,14.95,1.322,1.61,3.52,14.64,22.27,-194.90000610351564,0.04917629702483404,-28.05,528.87964
-33.7075,18.97444444,19-01-2011,21.2,179.1,-3.36,200.3,19.6,1.0,11.8,325.50085,0.0,28.39,14.78,1.371,1.42,3.87,13.61,21.585,-180.70000305175782,0.05101780521401968,-39.648,462.2112
-25.57877778,29.12747222,19-01-2011,97.8,63.8,1.4,161.6,102.30000000000001,5.1000000000000005,4.8,260.80225,0.0,29.429998,15.799999,1.639,1.3199999,2.28,13.629999,22.614998,-59.300006103515614,0.0498528851135375,6.7200003,344.25894
-26.006389,29.253889,20-01-2011,92.3,59.7,0.62,152.0,96.5,4.800000000000001,5.5,260.20148,0.0,27.09,14.0199995,1.503,1.1,2.28,13.070001,20.555,-55.5,0.04974041719774925,3.41,286.22162
-27.02314,28.59389,20-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998,13.599999,21.0,-65.50000610351562,0.05020440364340529,2.784,342.99756
-30.679722,26.7125,20-01-2011,64.9,116.0,1.16,180.90001,68.10000000000001,3.4000000000000004,2.1000001,286.69748,0.0,28.599998,12.28,1.284,1.4,3.1999998,16.32,20.439999,-112.80000915527343,0.049925845435456154,2.436,401.37646
-28.460833,21.248889,20-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34,16.73,25.255,-192.39999694824218,0.04971224259574387,0.0,893.4041
-30.77586667,29.03221667,20-01-2011,100.200005,41.3,3.8899999,141.5,104.30000000000001,5.2,6.6,239.90265,0.0,26.0,14.53,1.559,0.96,2.74,11.47,20.265,-37.19999999999999,0.04985570608143737,25.673998,230.30653
-24.925278,29.324444,21-01-2011,104.5,57.9,2.3899999,162.40001,109.5,5.5,4.0,254.69994,0.0,30.97,17.51,1.845,1.41,2.1399999,13.459999,24.24,-52.90000915527344,0.050227851800440176,9.559999,359.1269
-28.460833,21.248889,21-01-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34,16.73,25.255,-192.39999694824218,0.04971224259574387,0.0,893.4041
-24.679167,30.8025,24-01-2011,141.7,1.6,1.56,143.3,149.0,7.4,16.7,257.49814,0.0,25.99,15.07,1.6890001,0.85999995,2.21,10.92,20.529999,5.6999969482421875,0.049664096214119366,26.052,221.4484
-25.99136,27.84208,24-01-2011,94.200005,66.9,0.96999997,161.1,98.5,4.9,4.9,264.8968,0.0,28.039999,15.62,1.552,1.24,2.46,12.419999,21.83,-62.600006103515625,0.04974568786103695,4.753,328.47202
-25.49037,30.6986,24-01-2011,118.4,26.300001,1.16,144.7,122.5,6.1000000000000005,17.2,257.6009,0.0,26.84,15.66,1.7770001,0.89,2.1399999,11.18,21.25,-22.199996948242188,0.049795511873372465,19.952,229.26479
-26.970278,27.211111,24-01-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54,13.439999,22.14,-77.70000915527343,0.04989553123148408,4.62,396.89462
-27.671111,27.236944,24-01-2011,89.8,93.1,1.62,182.90001,94.2,4.7,2.7,291.89868,0.0,29.48,15.049999,1.417,1.51,2.74,14.43,22.265,-88.70000915527343,0.049893313234466725,4.374,440.767
-27.356667,27.286389,24-01-2011,90.4,92.0,1.51,182.40001,94.80000000000001,4.7,3.0,290.30197,0.0,29.23,15.32,1.4440001,1.4699999,2.8799999,13.91,22.275,-87.60000915527343,0.049577536101939844,4.5299997,426.74387
-27.01011111,26.69808333,25-01-2011,86.6,96.9,1.18,183.5,90.9,4.5,2.2,287.20337,0.0,29.289999,15.61,1.4740001,1.4599999,3.04,13.679999,22.449999,-92.6,0.049504405892124397,2.596,419.3169
-26.98472222,26.63227778,25-01-2011,87.4,94.0,1.4,181.40001,91.80000000000001,4.6000000000000005,2.5,285.10077,0.0,29.349998,15.679999,1.4790001,1.4699999,2.8999999,13.669999,22.515,-89.60000915527343,0.050108386618882145,3.5,419.0981
-27.398611,26.614722,25-01-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998,14.329999,22.775,-107.00000915527343,0.0494693819860779,3.35,461.27176
-33.818056,19.694722,25-01-2011,12.900001,188.90001,-2.37,201.8,12.3,0.6000000000000001,6.2000003,328.1963,0.0,28.73,14.099999,1.292,1.5,3.6,14.63,21.414999,-189.5000030517578,0.048776522233964725,-14.694,492.29443
-25.45963889,28.26430556,25-01-2011,100.0,64.5,0.94,164.5,104.7,5.2,5.1,259.40314,0.0,29.849998,16.63,1.6890001,1.37,2.37,13.219999,23.239998,-59.8,0.04966523719926266,4.7939997,355.3823
-33.897778,20.012778,25-01-2011,11.3,184.8,-1.8399999,196.1,11.0,0.5,4.9,321.6039,0.0,29.26,14.559999,1.325,1.55,3.11,14.700001,21.91,-185.10000610351562,0.04545041359876375,-9.016,498.48605
-25.81048333,27.90955222,26-01-2011,96.1,68.0,1.3299999,164.1,100.5,5.0,5.1,262.8021,0.0,28.97,16.56,1.626,1.3299999,2.45,12.41,22.765,-63.600006103515625,0.04975074874876867,6.7829995,349.52676
-34.065833,20.404167,26-01-2011,13.2,166.1,0.91999996,179.3,12.700000000000001,0.6000000000000001,6.2000003,313.99976,0.0,29.189999,15.91,1.4430001,1.5,2.1699998,13.279999,22.55,-166.60000305175782,0.047240374773639876,5.704,470.99963
-24.058889,31.237222,26-01-2011,60.100002,94.5,-1.09,154.6,63.300000000000004,3.2,1.4,258.09888,0.0,31.59,19.869999,2.1360002,1.36,1.4399999,11.720001,25.73,-91.30000610351561,0.05055212397908406,-1.526,351.01447
-26.648056,27.089444,26-01-2011,89.6,81.3,1.02,170.90001,93.9,4.7,3.4,279.19608,0.0,28.599998,15.219999,1.5000001,1.3299999,2.61,13.379999,21.91,-77.00000915527343,0.05005271509355597,3.468,371.33075
-26.880278,26.965,26-01-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999,13.54,22.38,-81.6,0.05005271509355597,4.158,400.4431
-27.273889,28.49,26-01-2011,100.1,64.200005,1.17,164.3,104.7,5.2,4.4,278.0025,0.0,27.599998,14.009999,1.416,1.24,2.46,13.589999,20.804998,-59.60000305175781,0.04966523719926266,5.148,344.7231
-27.044444,27.005,26-01-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74,13.68,22.41,-85.19999694824219,0.05026684206586026,4.719,413.10956
-34.092222,21.295278,26-01-2011,16.9,156.2,2.04,173.1,16.6,0.8,5.4,307.29672,0.0,27.42,14.95,1.516,1.17,2.98,12.47,21.185,-156.50000610351563,0.04818986808023613,11.016,359.53714
-27.02314,28.59389,27-01-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998,13.599999,21.0,-65.50000610351562,0.05020440364340529,2.784,342.99756
-26.73806,27.59194,27-01-2011,92.0,76.1,1.05,168.1,96.30000000000001,4.800000000000001,4.1,276.00266,0.0,28.13,15.17,1.475,1.3,2.6,12.959999,21.65,-71.80000610351561,0.0498437191721789,4.305,358.80344
-28.760833,17.730278,30-01-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53,15.34,27.31,-256.2,0.0768639508070715,0.0,985.66876
-26.861111,28.884722,31-01-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36,13.420001,20.72,-72.0,0.05056122964910506,-9.828,327.48367
-26.73806,27.59194,31-01-2011,92.0,76.1,1.05,168.1,96.30000000000001,4.800000000000001,4.1,276.00266,0.0,28.13,15.17,1.475,1.3,2.6,12.959999,21.65,-71.80000610351561,0.0498437191721789,4.305,358.80344
-25.127778,27.628889,01-02-2011,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32,13.200001,24.57,-57.10000305175781,0.049910428605805655,7.9909997,394.13657
-24.69514,27.40906,01-02-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35,12.82,25.199999,-51.90000915527344,0.049586367054817726,12.18,418.2754
-27.363611,31.783333,01-02-2011,72.3,82.1,-1.42,154.40001,75.0,3.8000000000000003,10.6,263.30008,0.0,30.019999,18.93,2.072,1.16,1.86,11.089998,24.474998,-79.40000915527344,0.0506659911201184,-15.052,305.42807
-27.802778,28.768333,01-02-2011,102.8,56.3,1.4499999,159.1,107.80000000000001,5.4,3.3,274.99878,0.0,26.91,13.11,1.386,1.15,2.4199998,13.8,20.01,-51.300006103515614,0.050092299700373835,4.785,316.2486
-29.160278,26.573333,01-02-2011,80.4,109.700005,1.65,190.1,84.30000000000001,4.2,2.4,297.7006,0.0,28.949999,13.07,1.2370001,1.52,3.1999998,15.879999,21.009998,-105.80000610351561,0.04982147305488665,3.96,452.50488
-34.329722,18.990278,01-02-2011,27.2,131.0,-3.9499998,158.2,23.5,1.2000000000000002,17.9,319.59616,0.0,23.05,13.58,1.465,0.72999996,4.7599998,9.469999,18.314999,-134.6999969482422,0.05106165695076806,-70.704994,233.30519
-25.20639,27.558,02-02-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999,13.199999,24.509998,-57.099999999999994,0.049600977847849004,9.295,395.50623
-23.281,30.54305556,03-02-2011,95.0,59.4,1.4499999,154.40001,99.5,5.0,6.2000003,254.50232,0.0,30.859999,19.76,2.0640001,1.3299999,1.63,11.099998,25.31,-54.90000915527344,0.050250751248731164,8.99,338.48807
