Latitude,Longitude,Sample Date,nir,green,swir16,swir22
-26.648056,27.089444,09-03-2011,8205.5,4870.0,6161.0,4771.0
-26.970278,27.211111,09-03-2011,10218.0,11040.0,7946.5,7735.0
-27.273889,28.49,09-03-2011,12333.0,9060.0,9264.5,8181.0
-27.3,28.586944,09-03-2011,14954.0,9636.0,14753.0,11537.5
-27.044444,27.005,09-03-2011,17418.5,9908.0,13987.0,10115.0
-28.69485,28.23487,09-03-2011,14198.0,8931.0,11670.0,9620.0
-28.883333,27.89,09-03-2011,14007.5,9248.0,12553.5,9979.0
-30.568333,29.422778,09-03-2011,17023.0,9417.0,13069.5,10005.5
-30.570833,29.150556,09-03-2011,14121.0,9550.0,12990.0,10568.5
-34.329722,18.990278,09-03-2011,10864.0,8959.0,12654.0,11808.5
-30.830556,26.921389,10-03-2011,,,,
-25.49037,30.6986,10-03-2011,16072.0,9046.5,12058.0,9321.5
-29.380556,30.2775,10-03-2011,15627.0,9168.0,13115.5,10091.5
-30.86013889,29.07125,10-03-2011,27145.0,21978.5,25473.5,22749.0
-30.77586667,29.03221667,10-03-2011,16566.5,10123.0,15789.0,12188.5
-29.658056,25.973333,11-03-2011,14001.0,10765.0,12520.0,10583.0
-30.534167,24.961944,11-03-2011,12658.5,9619.0,12444.0,10599.0
-31.031389,28.883333,11-03-2011,17769.5,13540.0,17908.0,16068.5
-34.039722,22.133333,11-03-2011,13491.5,9266.0,13393.0,11250.5
-28.760833,17.730278,13-03-2011,11190.0,11426.0,7687.5,7645.0
-29.7775,29.470833,14-03-2011,16319.5,9852.5,13215.0,10945.0
-29.987778,29.851667,14-03-2011,,,,
-29.744167,29.905833,14-03-2011,14730.0,9609.5,12273.0,9853.0
-26.861111,28.884722,14-03-2011,15196.0,9383.0,13914.5,10984.0
-26.73806,27.59194,14-03-2011,11090.5,10642.0,8503.5,8271.5
-26.45,28.085833,14-03-2011,15210.0,10720.0,17974.0,14201.0
-25.127778,27.628889,15-03-2011,7814.0,5189.5,6664.0,5222.0
-25.20639,27.558,15-03-2011,14137.5,10466.5,10315.5,8536.0
-24.69514,27.40906,15-03-2011,15543.0,10647.0,11919.5,9642.5
-25.73411,27.21422,15-03-2011,15835.0,10638.5,15640.5,12874.0
-26.006389,29.253889,15-03-2011,,,,
-28.747778,31.745833,15-03-2011,,,,
-30.733889,29.828333,15-03-2011,13000.5,8771.0,9814.5,8624.0
-27.398611,26.614722,15-03-2011,15515.5,10247.0,12823.0,10403.5
-27.495556,26.074722,15-03-2011,17937.5,11044.5,18143.5,14152.5
-24.282222,28.090278,16-03-2011,14726.5,9833.5,14166.0,11023.5
-30.398056,30.601944,16-03-2011,15623.5,8965.5,12325.0,9749.0
-30.27402,30.69602,16-03-2011,15234.5,9761.0,14276.0,11311.5
-26.880278,26.965,16-03-2011,14265.0,9582.5,14182.0,11071.5
-27.273889,28.49,16-03-2011,12333.0,9060.0,9264.5,8181.0
-34.031944,22.053333,16-03-2011,9058.0,7859.0,8310.0,7822.0
-23.763056,27.908611,17-03-2011,,,,
-27.00222,28.76528,17-03-2011,13724.0,9691.0,13005.5,10754.5
-27.02314,28.59389,17-03-2011,11490.5,9969.5,10372.5,9135.0
-24.925278,29.324444,18-03-2011,13185.0,9112.0,13904.5,11277.0
-29.803611,30.516111,18-03-2011,16370.0,9330.0,12834.0,10197.0
-26.970278,27.211111,21-03-2011,10218.0,11040.0,7946.5,7735.0
-27.01011111,26.69808333,22-03-2011,12433.5,10433.5,9579.5,8531.5
-25.99136,27.84208,22-03-2011,,,,
-26.861111,28.884722,22-03-2011,15196.0,9383.0,13914.5,10984.0
-26.45,28.085833,22-03-2011,15210.0,10720.0,17974.0,14201.0
-27.398611,26.614722,22-03-2011,15515.5,10247.0,12823.0,10403.5
-33.501667,21.624167,22-03-2011,,,,
-33.31388889,19.07472222,22-03-2011,12492.0,8910.0,12045.0,9928.0
-28.338333,31.373611,22-03-2011,12373.0,10239.5,11787.0,9931.0
-29.641944,30.6875,23-03-2011,13939.5,9109.0,12721.5,10296.5
-28.735556,29.820556,23-03-2011,23429.5,18311.5,20776.5,18325.5
-26.648056,27.089444,23-03-2011,8205.5,4870.0,6161.0,4771.0
-27.044444,27.005,23-03-2011,17418.5,9908.0,13987.0,10115.0
-29.160278,26.573333,23-03-2011,,,,
-33.13083,18.86278,23-03-2011,14349.0,10717.0,14116.0,12729.0
-25.45963889,28.26430556,23-03-2011,13959.0,9926.0,15156.5,12552.5
-25.81048333,27.90955222,24-03-2011,16142.0,10433.5,14017.0,11026.5
-27.602222,29.942778,24-03-2011,14409.0,9184.0,13498.0,10596.0
-27.3,28.586944,24-03-2011,14954.0,9636.0,14753.0,11537.5
-33.38056,19.30167,24-03-2011,14722.5,9986.5,16432.0,13532.0
-27.00222,28.76528,25-03-2011,13724.0,9691.0,13005.5,10754.5
-27.02314,28.59389,25-03-2011,11490.5,9969.5,10372.5,9135.0
-30.160091,27.40124,25-03-2011,15023.0,10187.5,11689.0,9991.0
-30.336111,27.359444,25-03-2011,10775.0,9349.0,7749.0,7572.0
-28.760833,17.730278,27-03-2011,11190.0,11426.0,7687.5,7645.0
-22.43772222,31.07805556,28-03-2011,13383.5,9030.0,12118.0,10110.5
-26.73806,27.59194,28-03-2011,10166.0,9681.5,7963.5,7751.0
-25.127778,27.628889,29-03-2011,16378.5,9838.0,16067.5,12148.0
-25.20639,27.558,29-03-2011,14713.5,9975.5,11886.0,9562.0
-24.69514,27.40906,29-03-2011,14027.0,10009.5,11192.5,9530.0
-27.169444,29.233889,29-03-2011,,,,
-26.98472222,26.63227778,29-03-2011,13683.0,10207.0,14011.5,11850.5
-28.141944,26.417778,29-03-2011,14445.0,9659.0,13559.0,11205.5
-28.116667,26.725278,29-03-2011,,,,
-27.398611,26.614722,29-03-2011,15515.5,10247.0,12823.0,10403.5
-29.160278,26.573333,29-03-2011,,,,
-27.495556,26.074722,29-03-2011,17937.5,11044.5,18143.5,14152.5
-34.065833,20.404167,30-03-2011,13912.0,8344.0,10705.0,8910.0
-27.363611,31.783333,30-03-2011,37484.5,65535.0,65535.0,28332.5
-26.905,32.324722,30-03-2011,,,,
-28.75,30.442778,30-03-2011,21105.5,17309.5,20771.0,18009.5
-29.161667,30.629722,30-03-2011,17615.0,9074.5,12972.5,9867.0
-26.880278,26.965,30-03-2011,14265.0,9582.5,14182.0,11071.5
-27.398611,26.614722,30-03-2011,15515.5,10247.0,12823.0,10403.5
-28.69485,28.23487,30-03-2011,14198.0,8931.0,11670.0,9620.0
-28.883333,27.89,30-03-2011,14007.5,9248.0,12553.5,9979.0
-33.818056,19.694722,30-03-2011,13527.5,9353.5,13801.5,11192.0
-34.075556,20.145556,30-03-2011,14845.0,10758.5,17859.0,14390.0
-27.00222,28.76528,31-03-2011,13724.0,9691.0,13005.5,10754.5
-27.02314,28.59389,31-03-2011,11490.5,9969.5,10372.5,9135.0
-30.679722,26.7125,31-03-2011,10975.0,9370.0,7656.0,7473.0
-30.534167,24.961944,31-03-2011,,,,
-33.897778,20.012778,31-03-2011,14038.0,8788.0,10872.0,8941.0
-22.769722,30.886944,01-04-2011,15026.0,9241.0,13124.0,10324.0
-27.802778,28.768333,01-04-2011,,,,
-27.5275,30.858056,02-04-2011,16657.0,9827.0,14726.0,11580.0
-25.99136,27.84208,04-04-2011,,,,
-25.513889,31.224444,04-04-2011,14776.0,9116.5,12424.0,9895.0
-25.398889,31.610556,04-04-2011,15212.5,10255.5,14910.5,11636.0
-24.183889,30.823889,05-04-2011,12975.0,9423.0,12192.0,10273.5
-23.281,30.54305556,05-04-2011,17210.0,11879.5,18270.5,15619.5
-25.362222,31.956667,05-04-2011,15825.5,9958.0,14168.0,10892.5
-29.380556,30.2775,05-04-2011,16482.5,9100.5,12845.0,9884.0
-27.398611,26.614722,05-04-2011,15515.5,10247.0,12823.0,10403.5
-25.45963889,28.26430556,05-04-2011,13959.0,9926.0,15156.5,12552.5
-25.81048333,27.90955222,06-04-2011,16142.0,10433.5,14017.0,11026.5
-23.658056,31.05,06-04-2011,13467.0,10056.5,14670.5,12154.5
-24.058889,31.237222,06-04-2011,14757.5,9468.5,13111.5,10821.0
-24.034167,31.123611,06-04-2011,15302.5,9022.0,12341.5,9819.5
-24.99328,30.81444,06-04-2011,,,,
-25.14944444,31.94055556,06-04-2011,14972.5,10148.0,15952.5,13055.0
-27.937778,31.209444,06-04-2011,14933.0,9240.0,12905.5,10145.0
-28.404444,30.013056,06-04-2011,14587.5,9112.0,12868.5,9869.0
-26.880278,26.965,06-04-2011,14265.0,9582.5,14182.0,11071.5
-31.000833,26.353056,06-04-2011,12803.0,9706.0,12143.0,10271.0
-24.679167,30.8025,07-04-2011,12245.0,9505.5,14908.5,13718.0
-24.99328,30.81444,07-04-2011,,,,
-27.02314,28.59389,07-04-2011,11490.5,9969.5,10372.5,9135.0
-28.760833,17.730278,10-04-2011,10907.0,11257.0,7549.0,7569.0
-26.73806,27.59194,10-04-2011,10166.0,9681.5,7963.5,7751.0
-25.49037,30.6986,11-04-2011,16072.0,9046.5,12058.0,9321.5
-29.987778,29.851667,11-04-2011,17284.0,9052.5,12732.0,9613.0
-29.744167,29.905833,11-04-2011,15610.0,9322.0,13025.0,10234.0
-26.861111,28.884722,11-04-2011,11577.5,9398.5,10298.5,8931.0
-26.970278,27.211111,11-04-2011,10218.0,11040.0,7946.5,7735.0
-26.45,28.085833,11-04-2011,15210.0,10720.0,17974.0,14201.0
-31.396,29.2651,11-04-2011,11178.0,10445.5,7803.0,7454.0
-31.554722,29.245556,11-04-2011,,,,
-27.356667,27.286389,11-04-2011,15701.5,9111.5,13035.0,10048.5
-25.447222,30.711667,11-04-2011,15037.5,9031.5,12437.0,9922.5
-27.01011111,26.69808333,12-04-2011,12433.5,10433.5,9579.5,8531.5
-25.127778,27.628889,12-04-2011,16378.5,9838.0,16067.5,12148.0
